Year,DayOfYear,Value
2004,212,63.33
2004,213,58.37
2004,214,59.74
2004,215,63.29
2004,216,63.35
2004,217,61.73
2004,218,62.24
2004,219,59.5
2004,220,57.09
2004,221,61.56
2004,222,62.93
2004,223,60.74
2004,224,59.5
2004,225,64.65
2004,226,63.7
2004,227,65.03
2004,228,61.72
2004,229,59.61
2004,230,60.23
2004,231,59.99
2004,232,59.8
2004,233,62.31
2004,234,59.88
2004,235,64.45
2004,236,64.94
2004,237,64.64
2004,238,62.09
2004,239,67.43
2004,240,61.37
2004,241,62.71
2004,242,70.51
2004,243,65.01
2004,244,62.0
2004,245,60.9
2004,246,59.55
2004,247,59.93
2004,248,62.33
2004,249,60.43
2004,250,60.27
2004,251,59.94
2004,252,57.53
2004,253,59.6
2004,254,65.8
2004,255,60.96
2004,256,59.05
2004,257,61.94
2004,258,63.46
2004,259,64.57
2004,260,66.22
2004,261,67.49
2004,262,65.64
2004,263,58.99
2004,264,61.91
2004,265,62.69
2004,266,62.14
2004,267,64.09
2004,268,63.27
2004,269,62.53
2004,270,63.15
2004,271,67.82
2004,272,63.02
2004,273,59.06
2004,274,63.44
2004,275,61.14
2004,276,63.29
2004,277,65.12
2004,278,61.72
2004,279,64.54
2004,280,60.29
2004,281,63.66
2004,282,62.06
2004,283,60.24
2004,284,62.86
2004,285,61.94
2004,286,60.34
2004,287,67.05
2004,288,64.14
2004,289,61.58
2004,290,55.2
2004,291,59.17
2004,292,65.0
2004,293,65.53
2004,294,63.3
2004,295,59.13
2004,296,61.18
2004,297,59.44
2004,298,60.37
2004,299,62.64
2004,300,61.06
2004,301,61.69
2004,302,59.57
2004,303,61.54
2004,304,61.69
2004,305,59.63
2004,306,60.87
2004,307,56.03
2004,308,63.32
2004,309,60.89
2004,310,64.5
2004,311,63.92
2004,312,64.18
2004,313,65.55
2004,314,62.27
2004,315,60.74
2004,316,62.17
2004,317,60.76
2004,318,62.0
2004,319,58.86
2004,320,58.31
2004,321,60.51
2004,322,60.6
2004,323,62.3
2004,324,62.08
2004,325,63.18
2004,326,60.7
2004,327,62.83
2004,328,61.42
2004,329,63.7
2004,330,63.73
2004,331,63.33
2004,332,60.48
2004,333,62.2
2004,334,60.48
2004,335,58.25
2004,336,64.46
2004,337,57.89
2004,338,61.54
2004,339,63.7
2004,340,62.83
2004,341,65.38
2004,342,61.95
2004,343,61.78
2004,344,63.29
2004,345,60.73
2004,346,58.28
2004,347,59.88
2004,348,59.68
2004,349,56.95
2004,350,59.86
2004,351,60.24
2004,352,60.89
2004,353,65.03
2004,354,62.42
2005,15,58.23
2005,16,63.04
2005,17,61.23
2005,18,69.17
2005,19,63.19
2005,20,56.98
2005,21,60.62
2005,22,62.17
2005,23,64.75
2005,24,58.48
2005,25,62.93
2005,26,63.05
2005,27,63.37
2005,28,64.76
2005,29,62.0
2005,30,57.31
2005,31,65.11
2005,32,61.48
2005,33,63.22
2005,34,65.45
2005,35,65.36
2005,36,62.77
2005,37,61.95
2005,38,61.84
2005,39,58.17
2005,40,59.74
2005,41,60.54
2005,42,61.92
2005,43,63.63
2005,44,63.65
2005,45,65.33
2005,46,63.21
2005,47,60.73
2005,48,63.9
2005,49,66.57
2005,50,61.83
2005,51,62.53
2005,52,60.43
2005,53,57.98
2005,54,60.76
2005,55,60.62
2005,56,63.43
2005,57,58.61
2005,58,62.83
2005,59,56.66
2005,60,62.8
2005,61,68.26
2005,62,61.06
2005,63,63.74
2005,64,61.98
2005,65,58.81
2005,66,61.5
2005,67,63.44
2005,68,66.93
2005,69,63.46
2005,70,60.56
2005,71,63.32
2005,72,67.27
2005,73,64.7
2005,74,61.65
2005,75,59.88
2005,76,59.94
2005,77,60.65
2005,78,63.84
2005,79,58.69
2005,80,59.14
2005,81,63.92
2005,82,57.89
2005,83,60.48
2005,84,63.98
2005,85,66.33
2005,86,59.05
2005,87,58.5
2005,88,59.72
2005,89,62.74
2005,90,61.81
2005,91,58.06
2005,92,62.97
2005,93,63.74
2005,94,65.16
2005,95,62.16
2005,96,61.87
2005,97,60.23
2005,98,59.55
2005,99,57.57
2005,100,64.56
2005,101,60.87
2005,102,58.64
2005,103,58.7
2005,104,59.16
2005,105,59.5
2005,106,65.96
2005,107,62.86
2005,108,63.49
2005,109,62.06
2005,110,64.17
2005,111,65.34
2005,112,60.7
2005,113,56.52
2005,114,59.22
2005,115,59.74
2005,116,62.19
2005,117,63.52
2005,118,62.86
2005,119,62.69
2005,120,63.57
2005,121,63.63
2005,122,65.19
2005,123,63.7
2005,124,60.84
2005,125,60.38
2005,126,59.6
2005,127,65.91
2005,128,63.54
2005,129,63.63
2005,130,58.0
2005,131,57.71
2005,132,62.63
2005,133,60.92
2005,134,64.23
2005,135,62.91
2005,136,62.96
2005,137,60.19
2005,138,63.81
2005,139,59.54
2005,140,66.25
2005,141,68.11
2005,142,66.93
2005,143,65.03
2005,144,66.63
2005,145,63.11
2005,146,63.29
2005,147,64.17
2005,148,65.31
2005,149,62.89
2005,150,66.29
2005,151,63.22
2005,152,61.84
2005,153,62.97
2005,154,61.45
2005,155,60.9
2005,156,63.99
2005,157,58.58
2005,158,59.97
2005,159,59.39
2005,160,60.12
2005,161,60.24
2005,162,63.62
2005,163,62.61
2005,164,64.07
2005,165,59.63
2005,166,64.53
2005,167,65.8
2005,168,62.33
2005,169,62.11
2005,170,60.6
2005,171,65.59
2005,172,64.67
2005,173,67.45
2005,174,65.17
2005,175,62.71
2005,176,63.29
2005,177,61.7
2005,178,67.37
2005,179,58.84
2005,180,57.48
2005,181,63.05
2005,182,63.76
2005,183,63.81
2005,184,60.41
2005,185,60.95
2005,186,59.57
2005,187,58.12
2005,188,65.17
2005,189,67.07
2005,190,62.85
2005,191,64.76
2005,192,63.15
2005,193,60.74
2005,194,57.51
2005,195,64.42
2005,196,64.42
2005,197,63.05
2005,198,62.35
2005,199,60.24
2005,200,64.04
2005,201,64.24
2005,202,64.31
2005,203,62.3
2005,204,63.84
2005,205,61.78
2005,206,59.54
2005,207,59.72
2005,208,60.71
2005,209,62.24
2005,210,60.26
2005,211,64.95
2005,212,62.58
2005,213,61.4
2005,214,63.6
2005,215,65.64
2005,216,68.7
2005,217,71.54
2005,218,65.36
2005,219,60.56
2005,220,54.54
2005,221,60.18
2005,222,60.95
2005,223,66.44
2005,224,61.67
2005,225,64.04
2005,226,61.23
2005,227,63.04
2005,228,60.21
2005,229,66.41
2005,230,63.68
2005,231,64.68
2005,232,62.78
2005,233,61.91
2005,234,63.05
2005,235,68.83
2005,236,62.89
2005,237,57.12
2005,238,58.59
2005,239,63.54
2005,240,65.56
2005,241,61.32
2005,242,60.65
2005,243,63.02
2005,244,66.25
2005,245,69.1
2005,246,64.24
2005,247,59.97
2005,248,60.63
2005,249,63.02
2005,250,64.24
2005,251,63.84
2005,252,64.14
2005,253,65.63
2005,254,62.05
2005,255,58.61
2005,256,58.03
2005,257,59.88
2005,258,65.11
2005,259,60.81
2005,260,66.85
2005,261,63.81
2005,262,62.88
2005,263,63.08
2005,264,66.9
2005,265,61.98
2005,266,57.67
2005,267,64.2
2005,268,65.42
2005,269,62.13
2005,270,62.31
2005,271,57.1
2005,272,59.79
2005,273,61.47
2005,274,62.64
2005,275,64.48
2005,276,60.16
2005,277,60.85
2005,278,62.06
2005,279,61.23
2005,280,63.95
2005,281,64.97
2005,282,62.49
2005,283,57.82
2005,284,64.9
2005,285,69.96
2005,286,63.08
2005,287,66.32
2005,288,67.2
2005,289,67.1
2005,290,60.29
2005,291,60.34
2005,292,60.93
2005,293,67.07
2005,294,66.36
2005,295,62.58
2005,296,65.59
2005,297,63.81
2005,298,60.87
2005,299,57.54
2005,300,61.42
2005,301,62.64
2005,302,63.4
2005,303,67.71
2005,304,65.08
2005,305,64.97
2005,306,63.76
2005,307,60.18
2005,308,58.8
2005,309,61.39
2005,310,64.48
2005,311,64.64
2005,312,63.84
2005,313,60.84
2005,314,60.87
2005,315,61.4
2005,316,60.68
2005,317,62.78
2005,318,61.86
2005,319,63.02
2005,320,63.71
2005,321,64.87
2005,322,63.29
2005,323,56.85
2005,324,58.61
2005,325,58.81
2005,326,61.37
2005,327,66.25
2005,328,61.94
2005,329,61.28
2005,330,62.61
2005,331,62.91
2005,332,64.06
2005,333,65.74
2005,334,64.31
2005,335,62.28
2005,336,61.07
2005,337,64.7
2005,338,67.09
2005,339,66.21
2005,340,62.46
2005,341,60.54
2005,342,59.57
2005,343,60.98
2005,344,63.93
2005,345,61.8
2005,346,61.07
2005,347,63.55
2005,348,65.61
2005,349,66.79
2005,350,64.64
2005,351,59.38
2005,352,62.89
2005,353,58.01
2005,354,55.58
2006,18,58.25
2006,19,59.54
2006,20,63.57
2006,21,64.54
2006,22,67.31
2006,23,65.41
2006,24,64.06
2006,25,63.04
2006,26,59.76
2006,27,64.35
2006,28,66.82
2006,29,62.74
2006,30,66.85
2006,31,63.98
2006,32,62.06
2006,33,63.16
2006,34,59.47
2006,35,63.43
2006,36,65.94
2006,37,61.26
2006,38,62.63
2006,39,69.25
2006,40,64.65
2006,41,57.78
2006,42,56.33
2006,43,60.43
2006,44,60.04
2006,45,60.01
2006,46,67.42
2006,47,64.37
2006,48,60.87
2006,49,62.91
2006,50,65.91
2006,51,66.13
2006,52,62.71
2006,53,62.05
2006,54,60.87
2006,55,60.45
2006,56,62.82
2006,57,62.16
2006,58,58.11
2006,59,61.18
2006,60,62.55
2006,61,63.08
2006,62,62.5
2006,63,65.33
2006,64,64.15
2006,65,66.65
2006,66,59.99
2006,67,57.1
2006,68,61.78
2006,69,61.31
2006,70,60.05
2006,71,65.23
2006,72,69.36
2006,73,66.47
2006,74,64.29
2006,75,63.82
2006,76,62.05
2006,77,60.37
2006,78,64.56
2006,79,62.61
2006,80,63.18
2006,81,61.94
2006,82,65.36
2006,83,63.29
2006,84,61.91
2006,85,64.97
2006,86,61.84
2006,87,64.92
2006,88,62.69
2006,89,61.42
2006,90,65.39
2006,91,65.38
2006,92,57.95
2006,93,58.73
2006,94,63.13
2006,95,62.74
2006,96,66.35
2006,97,68.8
2006,98,59.71
2006,99,66.8
2006,100,59.1
2006,101,62.02
2006,102,60.43
2006,103,61.17
2006,104,62.88
2006,105,62.33
2006,106,63.54
2006,107,68.81
2006,108,63.35
2006,109,61.69
2006,110,62.69
2006,111,64.39
2006,112,65.8
2006,113,64.09
2006,114,63.96
2006,115,67.09
2006,116,65.01
2006,117,63.9
2006,118,60.93
2006,119,62.6
2006,120,62.38
2006,121,61.42
2006,122,56.91
2006,123,58.56
2006,124,60.38
2006,125,61.09
2006,126,60.15
2006,127,66.38
2006,128,67.71
2006,129,62.66
2006,130,64.32
2006,131,61.98
2006,132,60.04
2006,133,60.89
2006,134,63.76
2006,135,62.28
2006,136,62.39
2006,137,60.74
2006,138,60.18
2006,139,66.16
2006,140,65.52
2006,141,64.73
2006,142,63.98
2006,143,66.36
2006,144,61.94
2006,145,60.48
2006,146,64.9
2006,147,65.8
2006,148,61.36
2006,149,59.44
2006,150,61.32
2006,151,61.89
2006,152,62.06
2006,153,63.85
2006,154,65.85
2006,155,66.13
2006,156,64.21
2006,157,66.65
2006,158,64.39
2006,159,66.07
2006,160,61.15
2006,161,60.3
2006,162,62.36
2006,163,63.65
2006,164,62.82
2006,165,62.0
2006,166,60.56
2006,167,61.42
2006,168,64.14
2006,169,65.44
2006,170,62.36
2006,171,59.54
2006,172,62.58
2006,173,65.91
2006,174,63.16
2006,175,64.98
2006,176,63.08
2006,177,62.77
2006,178,63.92
2006,179,60.76
2006,180,64.17
2006,181,65.25
2006,182,67.42
2006,183,62.86
2006,184,64.23
2006,185,63.33
2006,186,60.81
2006,187,60.18
2006,188,61.32
2006,189,64.46
2006,190,67.02
2006,191,68.23
2006,192,65.22
2006,193,62.68
2006,194,66.71
2006,195,59.86
2006,196,59.57
2006,197,64.94
2006,198,68.42
2006,199,67.34
2006,200,67.24
2006,201,62.88
2006,202,62.78
2006,203,64.65
2006,204,66.87
2006,205,63.48
2006,206,69.13
2006,207,65.14
2006,208,64.4
2006,209,65.59
2006,210,65.61
2006,211,64.56
2006,212,62.41
2006,213,65.88
2006,214,62.36
2006,215,61.5
2006,216,64.89
2006,217,65.86
2006,218,62.13
2006,219,63.73
2006,220,62.0
2006,221,63.59
2006,222,61.47
2006,223,62.17
2006,224,62.38
2006,225,60.04
2006,226,63.9
2006,227,64.94
2006,228,64.62
2006,229,59.05
2006,230,64.14
2006,231,64.79
2006,232,64.23
2006,233,62.61
2006,234,59.82
2006,235,62.6
2006,236,61.83
2006,237,60.26
2006,238,54.76
2006,239,65.23
2006,240,63.55
2006,241,65.2
2006,242,64.42
2006,243,63.88
2006,244,63.81
2006,245,61.15
2006,246,63.4
2006,247,65.63
2006,248,64.29
2006,249,63.81
2006,250,63.07
2006,251,66.3
2006,252,64.76
2006,253,63.68
2006,254,62.36
2006,255,59.86
2006,256,59.02
2006,257,63.15
2006,258,64.81
2006,259,64.09
2006,260,65.91
2006,261,61.65
2006,262,61.72
2006,263,65.91
2006,264,66.1
2006,265,65.06
2006,266,62.8
2006,267,62.88
2006,268,62.83
2006,269,62.19
2006,270,62.35
2006,271,63.22
2006,272,64.98
2006,273,64.46
2006,274,60.73
2006,275,64.1
2006,276,62.6
2006,277,63.93
2006,278,60.71
2006,279,60.93
2006,280,63.98
2006,281,66.63
2006,282,65.47
2006,283,60.79
2006,284,62.46
2006,285,63.9
2006,286,61.97
2006,287,62.24
2006,288,64.57
2006,289,67.31
2006,290,67.57
2006,291,69.44
2006,292,65.78
2006,293,62.06
2006,294,64.83
2006,295,62.58
2006,296,64.48
2006,297,68.15
2006,298,64.92
2006,299,66.18
2006,300,68.45
2006,301,62.14
2006,302,62.72
2006,303,59.24
2006,304,60.1
2006,305,63.7
2006,306,63.16
2006,307,64.04
2006,308,66.4
2006,309,62.86
2006,310,64.78
2006,311,67.05
2006,312,60.24
2006,313,65.0
2006,314,59.72
2006,315,62.88
2006,316,66.68
2006,317,64.28
2006,318,58.44
2006,319,61.73
2006,320,64.79
2006,321,60.23
2006,322,63.79
2006,323,63.74
2006,324,63.19
2006,325,62.13
2006,326,60.46
2006,327,61.65
2006,328,61.45
2006,329,59.27
2006,330,62.41
2006,331,62.64
2006,332,62.06
2006,333,65.94
2006,334,62.77
2006,335,64.51
2006,336,65.36
2006,337,62.38
2006,338,60.59
2006,339,58.8
2006,340,59.99
2006,341,67.32
2006,342,60.24
2006,343,65.12
2006,344,61.23
2006,345,61.72
2006,346,59.3
2006,347,58.73
2006,348,58.75
2006,349,64.51
2006,350,64.29
2006,351,63.92
2006,352,65.17
2006,353,63.41
2006,354,60.23
2007,18,61.17
2007,19,60.92
2007,20,61.28
2007,21,63.05
2007,22,61.86
2007,23,59.49
2007,24,57.59
2007,25,62.22
2007,26,60.07
2007,27,62.0
2007,28,60.35
2007,29,60.63
2007,30,63.87
2007,31,61.26
2007,32,62.16
2007,33,64.51
2007,34,62.82
2007,35,60.29
2007,36,63.6
2007,37,62.61
2007,38,64.24
2007,39,60.56
2007,40,59.28
2007,41,62.33
2007,42,60.63
2007,43,61.75
2007,44,61.4
2007,45,61.89
2007,46,60.76
2007,47,59.52
2007,48,59.16
2007,49,61.75
2007,50,65.85
2007,51,63.41
2007,52,59.16
2007,53,61.11
2007,54,63.24
2007,55,60.56
2007,56,60.84
2007,57,63.19
2007,58,59.65
2007,59,62.42
2007,60,61.39
2007,61,59.54
2007,62,62.96
2007,63,57.9
2007,64,59.58
2007,65,66.25
2007,66,61.51
2007,67,62.47
2007,68,59.63
2007,69,59.46
2007,70,60.29
2007,71,60.65
2007,72,64.48
2007,73,63.24
2007,74,60.93
2007,75,57.6
2007,76,62.58
2007,77,61.14
2007,78,64.78
2007,79,65.22
2007,80,58.5
2007,81,61.43
2007,82,65.23
2007,83,63.48
2007,84,59.5
2007,85,63.48
2007,86,57.45
2007,87,59.32
2007,88,63.0
2007,89,57.78
2007,90,59.86
2007,91,63.02
2007,92,59.21
2007,93,59.21
2007,94,61.54
2007,95,64.37
2007,96,62.82
2007,97,55.25
2007,98,57.57
2007,99,60.08
2007,100,59.21
2007,101,59.58
2007,102,61.01
2007,103,60.19
2007,104,62.6
2007,105,62.68
2007,106,61.18
2007,107,59.71
2007,108,64.32
2007,109,61.0
2007,110,66.68
2007,111,65.36
2007,112,65.08
2007,113,63.88
2007,114,62.36
2007,115,62.66
2007,116,63.19
2007,117,56.85
2007,118,55.36
2007,119,60.41
2007,120,61.87
2007,121,60.65
2007,122,64.67
2007,123,65.44
2007,124,56.03
2007,125,58.26
2007,126,59.46
2007,127,62.17
2007,128,62.85
2007,129,63.76
2007,130,66.19
2007,131,65.11
2007,132,65.77
2007,133,62.24
2007,134,63.99
2007,135,58.55
2007,136,58.89
2007,137,63.55
2007,138,59.17
2007,139,63.57
2007,140,62.91
2007,141,59.93
2007,142,60.74
2007,143,63.0
2007,144,57.02
2007,145,59.76
2007,146,56.58
2007,147,60.63
2007,148,61.31
2007,149,61.09
2007,150,62.91
2007,151,59.27
2007,152,60.04
2007,153,60.4
2007,154,59.46
2007,155,62.36
2007,156,61.22
2007,157,61.89
2007,158,62.64
2007,159,56.41
2007,160,57.84
2007,161,63.18
2007,162,64.29
2007,163,65.47
2007,164,60.45
2007,165,60.23
2007,166,63.0
2007,167,67.51
2007,168,64.12
2007,169,62.25
2007,170,61.03
2007,171,65.75
2007,172,67.46
2007,173,64.42
2007,174,59.94
2007,175,58.41
2007,176,64.32
2007,177,63.66
2007,178,62.17
2007,179,58.44
2007,180,61.03
2007,181,60.26
2007,182,61.64
2007,183,60.65
2007,184,60.82
2007,185,61.42
2007,186,64.04
2007,187,63.24
2007,188,62.68
2007,189,55.88
2007,190,57.75
2007,191,59.9
2007,192,63.35
2007,193,63.7
2007,194,63.68
2007,195,63.18
2007,196,64.72
2007,197,62.39
2007,198,60.37
2007,199,65.85
2007,200,61.04
2007,201,58.62
2007,202,63.57
2007,203,58.5
2007,204,60.96
2007,205,62.46
2007,206,60.79
2007,207,60.24
2007,208,62.14
2007,209,62.77
2007,210,60.35
2007,211,61.69
2007,212,60.4
2007,213,65.11
2007,214,63.95
2007,215,65.75
2007,216,60.21
2007,217,60.46
2007,218,63.22
2007,219,66.41
2007,220,66.43
2007,221,63.3
2007,222,63.54
2007,223,61.47
2007,224,62.49
2007,225,61.39
2007,226,60.04
2007,227,59.13
2007,228,62.05
2007,229,60.78
2007,230,63.88
2007,231,66.24
2007,232,66.43
2007,233,67.98
2007,234,63.92
2007,235,57.76
2007,236,61.37
2007,237,61.95
2007,238,64.89
2007,239,59.97
2007,240,63.4
2007,241,62.8
2007,242,64.57
2007,243,63.93
2007,244,67.37
2007,245,61.78
2007,246,62.96
2007,247,64.67
2007,248,61.42
2007,249,64.56
2007,250,57.35
2007,251,61.51
2007,252,62.55
2007,253,62.5
2007,254,64.09
2007,255,62.5
2007,256,63.79
2007,257,66.47
2007,258,61.7
2007,259,59.9
2007,260,60.15
2007,261,62.8
2007,262,66.18
2007,263,63.13
2007,264,64.39
2007,265,65.7
2007,266,65.52
2007,267,62.55
2007,268,64.35
2007,269,64.39
2007,270,64.94
2007,271,62.6
2007,272,65.0
2007,273,60.24
2007,274,62.14
2007,275,64.15
2007,276,62.97
2007,277,62.03
2007,278,62.44
2007,279,64.95
2007,280,64.43
2007,281,67.32
2007,282,67.21
2007,283,65.53
2007,284,60.04
2007,285,66.4
2007,286,64.7
2007,287,62.22
2007,288,60.98
2007,289,62.05
2007,290,63.96
2007,291,60.38
2007,292,59.39
2007,293,64.48
2007,294,68.31
2007,295,67.21
2007,296,63.6
2007,297,62.46
2007,298,63.38
2007,299,63.87
2007,300,62.47
2007,301,59.1
2007,302,61.07
2007,303,63.16
2007,304,61.28
2007,305,59.44
2007,306,62.88
2007,307,67.34
2007,308,62.8
2007,309,65.92
2007,310,64.09
2007,311,58.31
2007,312,60.63
2007,313,63.08
2007,314,61.28
2007,315,58.42
2007,316,59.49
2007,317,62.0
2007,318,59.22
2007,319,62.77
2007,320,63.55
2007,321,62.24
2007,322,63.65
2007,323,61.09
2007,324,62.52
2007,325,64.03
2007,326,63.57
2007,327,64.34
2007,328,62.97
2007,329,59.69
2007,330,64.24
2007,331,61.06
2007,332,61.67
2007,333,64.72
2007,334,62.24
2007,335,60.49
2007,336,61.31
2007,337,63.6
2007,338,60.29
2007,339,61.23
2007,340,65.39
2007,341,62.13
2007,342,62.08
2007,343,61.58
2007,344,61.26
2007,345,59.91
2007,346,61.18
2007,347,63.63
2007,348,61.54
2007,349,60.78
2007,350,57.93
2007,351,58.15
2007,352,59.71
2007,353,61.04
2007,354,62.91
2008,18,62.68
2008,19,63.59
2008,20,66.25
2008,21,63.37
2008,22,61.92
2008,23,64.18
2008,24,64.75
2008,25,63.74
2008,26,65.52
2008,27,61.09
2008,28,59.52
2008,29,60.29
2008,30,60.21
2008,31,60.23
2008,32,61.61
2008,33,68.23
2008,34,63.93
2008,35,58.03
2008,36,58.39
2008,37,62.63
2008,38,62.36
2008,39,63.07
2008,40,65.11
2008,41,62.28
2008,42,61.36
2008,43,60.62
2008,44,62.24
2008,45,64.09
2008,46,61.39
2008,47,60.84
2008,48,65.58
2008,49,69.27
2008,50,64.29
2008,51,62.83
2008,52,60.27
2008,53,60.16
2008,54,60.43
2008,55,56.63
2008,56,57.81
2008,57,60.56
2008,58,63.33
2008,59,66.76
2008,60,65.53
2008,61,63.1
2008,62,63.65
2008,63,62.28
2008,64,64.2
2008,65,62.53
2008,66,64.79
2008,67,66.6
2008,68,66.66
2008,69,66.11
2008,70,61.69
2008,71,60.04
2008,72,59.65
2008,73,61.98
2008,74,60.18
2008,75,61.78
2008,76,57.89
2008,77,60.12
2008,78,65.86
2008,79,66.98
2008,80,62.72
2008,81,57.64
2008,82,58.04
2008,83,60.3
2008,84,62.78
2008,85,67.34
2008,86,64.92
2008,87,63.77
2008,88,64.2
2008,89,63.84
2008,90,62.68
2008,91,63.82
2008,92,59.93
2008,93,65.31
2008,94,63.74
2008,95,62.94
2008,96,63.26
2008,97,63.76
2008,98,58.83
2008,99,60.3
2008,100,62.5
2008,101,65.64
2008,102,64.46
2008,103,61.95
2008,104,57.27
2008,105,60.52
2008,106,60.82
2008,107,62.58
2008,108,61.83
2008,109,62.75
2008,110,62.91
2008,111,61.97
2008,112,64.83
2008,113,62.88
2008,114,60.73
2008,115,59.44
2008,116,63.62
2008,117,60.04
2008,118,59.27
2008,119,62.55
2008,120,58.41
2008,121,59.46
2008,122,61.69
2008,123,64.54
2008,124,63.27
2008,125,61.59
2008,126,62.35
2008,127,64.46
2008,128,62.14
2008,129,57.59
2008,130,63.63
2008,131,64.26
2008,132,59.22
2008,133,57.76
2008,134,58.2
2008,135,63.15
2008,136,64.35
2008,137,59.9
2008,138,59.91
2008,139,65.78
2008,140,64.75
2008,141,59.55
2008,142,58.0
2008,143,63.74
2008,144,64.98
2008,145,60.13
2008,146,61.83
2008,147,62.0
2008,148,62.17
2008,149,62.66
2008,150,61.98
2008,151,65.61
2008,152,63.21
2008,153,63.79
2008,154,62.0
2008,155,61.28
2008,156,65.06
2008,157,62.27
2008,158,62.57
2008,159,62.71
2008,160,61.31
2008,161,62.52
2008,162,60.89
2008,163,60.02
2008,164,60.82
2008,165,61.94
2008,166,63.4
2008,167,64.9
2008,168,66.35
2008,169,64.86
2008,170,64.42
2008,171,61.7
2008,172,64.06
2008,173,58.8
2008,174,62.0
2008,175,64.54
2008,176,65.05
2008,177,58.25
2008,178,62.42
2008,179,65.2
2008,180,63.62
2008,181,65.03
2008,182,63.99
2008,183,55.81
2008,184,57.16
2008,185,61.83
2008,186,62.53
2008,187,66.77
2008,188,60.95
2008,189,65.83
2008,190,61.18
2008,191,61.37
2008,192,65.28
2008,193,64.21
2008,194,64.48
2008,195,64.9
2008,196,65.55
2008,197,65.11
2008,198,65.01
2008,199,60.51
2008,200,60.21
2008,201,69.6
2008,202,60.13
2008,203,56.99
2008,204,62.33
2008,205,66.21
2008,206,65.23
2008,207,63.04
2008,208,64.62
2008,209,63.63
2008,210,58.97
2008,211,59.19
2008,212,62.82
2008,213,60.38
2008,214,64.26
2008,215,64.04
2008,216,60.35
2008,217,64.94
2008,218,66.08
2008,219,65.63
2008,220,61.94
2008,221,66.88
2008,222,62.74
2008,223,62.2
2008,224,64.09
2008,225,63.15
2008,226,65.3
2008,227,59.21
2008,228,58.89
2008,229,65.17
2008,230,65.19
2008,231,64.4
2008,232,68.91
2008,233,61.72
2008,234,61.15
2008,235,64.62
2008,236,65.5
2008,237,62.35
2008,238,64.37
2008,239,60.81
2008,240,64.54
2008,241,63.65
2008,242,60.26
2008,243,60.23
2008,244,57.6
2008,245,61.87
2008,246,63.19
2008,247,64.31
2008,248,64.84
2008,249,61.17
2008,250,61.0
2008,251,58.44
2008,252,58.86
2008,253,61.86
2008,254,63.22
2008,255,63.02
2008,256,64.94
2008,257,64.56
2008,258,63.9
2008,259,66.66
2008,260,65.94
2008,261,61.01
2008,262,60.63
2008,263,67.26
2008,264,63.98
2008,265,66.3
2008,266,61.04
2008,267,59.0
2008,268,60.37
2008,269,57.09
2008,270,58.66
2008,271,61.15
2008,272,61.62
2008,273,64.62
2008,274,61.18
2008,275,62.78
2008,276,64.83
2008,277,61.12
2008,278,61.81
2008,279,60.02
2008,280,65.53
2008,281,62.09
2008,282,62.78
2008,283,64.4
2008,284,63.49
2008,285,66.8
2008,286,61.29
2008,287,60.41
2008,288,66.76
2008,289,64.46
2008,290,62.78
2008,291,60.48
2008,292,59.85
2008,293,57.04
2008,294,58.7
2008,295,60.29
2008,296,65.38
2008,297,61.83
2008,298,66.88
2008,299,64.68
2008,300,62.93
2008,301,62.13
2008,302,60.63
2008,303,61.62
2008,304,61.26
2008,305,61.17
2008,306,63.55
2008,307,62.58
2008,308,61.56
2008,309,67.43
2008,310,64.37
2008,311,61.97
2008,312,62.08
2008,313,65.67
2008,314,64.67
2008,315,60.43
2008,316,61.17
2008,317,62.2
2008,318,59.47
2008,319,60.87
2008,320,64.01
2008,321,61.26
2008,322,60.49
2008,323,62.89
2008,324,64.64
2008,325,61.53
2008,326,59.46
2008,327,60.51
2008,328,60.68
2008,329,63.95
2008,330,64.59
2008,331,64.61
2008,332,60.49
2008,333,63.52
2008,334,63.13
2008,335,64.59
2008,336,61.22
2008,337,61.97
2008,338,63.02
2008,339,62.11
2008,340,61.29
2008,341,63.44
2008,342,59.77
2008,343,61.36
2008,344,61.17
2008,345,60.4
2008,346,67.46
2008,347,63.7
2008,348,64.29
2008,349,66.22
2008,350,62.08
2008,351,58.84
2008,352,63.15
2008,353,64.15
2008,354,57.49
2009,15,64.29
2009,16,61.18
2009,17,65.19
2009,18,61.8
2009,19,61.58
2009,20,62.77
2009,21,62.53
2009,22,60.82
2009,23,59.68
2009,24,63.99
2009,25,63.07
2009,26,65.74
2009,27,66.76
2009,28,60.87
2009,29,58.12
2009,30,63.37
2009,31,66.35
2009,32,63.93
2009,33,60.67
2009,34,59.65
2009,35,67.04
2009,36,60.21
2009,37,59.03
2009,38,61.91
2009,39,61.34
2009,40,64.28
2009,41,63.35
2009,42,61.64
2009,43,60.57
2009,44,63.59
2009,45,62.85
2009,46,60.35
2009,47,59.14
2009,48,63.49
2009,49,59.6
2009,50,59.52
2009,51,63.11
2009,52,65.69
2009,53,63.44
2009,54,62.27
2009,55,60.54
2009,56,60.13
2009,57,62.08
2009,58,63.26
2009,59,61.62
2009,60,62.52
2009,61,63.71
2009,62,65.94
2009,63,63.22
2009,64,63.87
2009,65,59.05
2009,66,58.73
2009,67,60.26
2009,68,60.19
2009,69,65.08
2009,70,63.57
2009,71,60.89
2009,72,56.77
2009,73,61.73
2009,74,59.58
