Date,fdi_inflows_usd,fdi_inflows_usd_MA7,fdi_inflows_usd_MA30
2004-12-03,73729.45,64239.72428571428,62262.214666666674
2004-12-04,64705.48,64148.23714285715,62118.60733333333
2004-12-05,56496.58,62193.73714285714,61623.74433333333
2004-12-06,64065.07,62135.51857142857,61926.484000000004
2004-12-07,60746.58,64913.40571428572,62361.187333333335
2004-12-08,48054.79,63665.85142857143,62147.717
2004-12-09,59291.1,61012.72142857143,62219.52066666666
2004-12-10,53993.15,58193.25,62347.603
2004-12-11,62726.03,57910.47142857143,62436.87233333333
2004-12-12,67383.56,59465.75428571429,62351.484000000004
2004-12-13,65753.42,59706.94714285714,62368.94966666667
2005-01-21,88517.12,63674.16714285714,63583.789666666664
2005-01-22,77513.7,67882.58285714286,64181.50666666667
2005-01-23,65404.11,68755.87,63948.630000000005
2005-01-24,65229.45,70361.05571428571,64557.990666666665
2005-01-25,62260.27,70294.51857142858,64645.31933333333
2005-01-26,61969.18,69521.03571428571,64490.068333333336
2005-01-27,58417.81,68473.09142857142,64016.55233333333
2005-01-28,54458.9,63607.631428571425,63614.84
2005-01-29,57369.86,60729.94,63828.310333333335
2005-01-30,72506.85,61744.61714285715,64173.74399999999
2005-01-31,55506.85,60355.67428571428,63554.68
2005-02-01,55506.85,59390.9,63055.93566666667
2005-02-02,60455.48,59174.65714285714,62933.67533333333
2005-02-03,74486.3,61470.15571428571,63238.35566666667
2005-02-04,68431.51,63466.24285714286,63180.13666666667
2005-02-05,72332.19,65603.71857142857,63442.123
2005-02-06,74020.55,65819.96142857142,64532.76233333334
2005-02-07,59931.51,66452.05571428571,64637.55700000001
2005-02-08,55739.73,66485.32428571429,63900.11433333334
2005-02-09,53702.05,65520.548571428575,63232.53433333333
2005-02-10,69421.23,64796.967142857146,63389.726
2005-02-11,65171.23,64331.21285714286,63678.88100000001
2005-02-12,64239.73,63175.147142857146,63684.703
2005-02-13,82636.99,64406.06714285714,64414.38333333333
2005-02-14,92068.49,68997.0642857143,65881.50666666667
2005-02-15,68839.04,70868.39428571428,66199.77133333334
2005-02-16,71517.12,73413.40428571429,66783.90366666667
2005-02-17,71575.34,73721.13428571429,67078.88066666668
2005-02-18,85198.63,76582.19142857143,67672.71633333333
2005-02-19,67267.12,77014.67571428571,67723.173
2005-02-20,68606.16,75010.27142857143,67059.47433333333
2005-02-21,65345.89,71192.75714285715,66653.88066666668
2005-02-22,65229.45,70677.10142857142,66648.05866666666
2005-02-23,55739.73,68423.18857142857,66331.73466666667
2005-02-24,56321.92,66244.12857142858,66133.78966666666
2005-02-25,56613.01,62160.46857142857,65955.25066666667
2005-02-26,66277.4,62019.08,66217.23700000001
2005-02-27,55390.41,60131.11571428571,66248.28733333334
2005-02-28,71866.44,61062.622857142866,66731.50666666667
2005-03-01,70352.74,61794.52142857143,66659.70300000001
2005-03-02,78736.3,65079.74571428571,67434.018
2005-03-03,80890.41,68589.53,68280.13666666666
2005-03-04,79027.4,71791.58571428571,68899.20066666667
2005-03-05,79027.4,73613.0142857143,69050.57066666667
2005-03-06,72681.51,76083.17142857143,69192.23733333332
2005-03-07,50441.78,73022.50571428571,68462.557
2005-03-08,55623.29,70918.29857142856,67849.315
2005-03-09,61678.08,68481.41,67907.534
2005-03-10,55797.95,64896.77285714285,67909.47466666666
2005-03-11,68839.04,63441.29285714286,68414.041
2005-03-12,77571.92,63233.36714285713,68685.73066666667
2005-03-13,86071.92,65146.282857142854,69382.42033333333
2005-03-14,97832.19,71916.34142857142,70502.169
2005-03-15,78969.18,75251.46857142857,70379.90866666666
2005-03-16,70410.96,76499.02285714286,69657.991
2005-03-17,59873.29,77081.21428571429,69359.13266666667
2005-03-18,62784.25,76216.24428571427,69068.037
2005-03-19,68955.48,74985.32428571429,68980.70833333333
2005-03-20,76931.51,73679.55142857143,68705.13766666668
2005-03-21,76989.73,70702.05714285714,69029.22466666666
2005-03-22,65986.3,68847.36,68941.89600000001
2005-03-23,57078.77,66942.76142857144,68666.32533333333
2005-03-24,63017.12,67391.87999999999,68592.58099999999
2005-03-25,83684.93,70377.69142857143,69524.08766666666
2005-03-26,91952.05,73662.91571428571,70711.75866666668
2005-03-27,79318.49,74003.91285714286,71468.60800000001
2005-03-28,59407.53,71492.17,71239.61233333334
2005-03-29,56787.67,70178.08,71286.18766666666
2005-03-30,62551.37,70959.87999999999,70975.68533333334
2005-03-31,64123.29,71117.90428571429,70768.037
2005-04-01,79842.47,70568.98142857142,70804.90933333333
2005-04-02,60746.58,66111.05714285714,70133.44833333333
2005-04-03,48753.42,61744.618571428575,69124.31566666666
2005-04-04,46715.75,59931.50714285714,68047.26066666667
2005-04-05,62376.71,60729.94142857143,67703.76733333334
2005-04-06,66801.37,61337.08428571429,68249.087
2005-04-07,77630.14,63266.63428571429,68982.64866666666
2005-04-08,78503.42,63075.34142857143,69543.49333333333
2005-04-09,58767.12,62792.561428571425,69642.46566666667
2005-04-10,71167.81,65994.61714285714,69720.09133333334
2005-04-11,66743.15,68855.67428571428,69359.13233333333
2005-04-12,82287.67,71700.09714285714,69232.99066666666
2005-04-13,72972.6,72581.70142857142,68404.33766666667
2005-04-14,71924.66,71766.63285714286,68169.52033333333
2005-04-15,51140.41,67857.63142857143,67527.16866666666
2005-04-16,59000.0,67890.9,67498.059
2005-04-17,66801.37,67267.12285714285,67631.963
2005-04-18,67558.22,67383.56142857143,67585.38766666666
2005-04-19,73671.23,66152.64142857143,67476.71166666666
2005-04-20,67616.44,65387.47571428572,67164.26866666667
2005-04-21,76873.29,66094.42285714285,67527.16833333332
2005-04-22,67616.44,68448.14142857143,67878.42400000001
2005-04-23,74952.05,70727.00571428573,68276.25499999999
2005-04-24,78095.89,72340.50857142857,68089.95366666667
2005-04-25,92592.47,75916.82999999999,68111.301
2005-04-26,92592.47,78619.8642857143,68553.767
2005-04-27,70352.74,79010.76428571428,68918.60733333333
2005-04-28,65928.08,77447.16285714286,69223.28766666667
2005-04-29,74952.05,78495.10714285714,69636.64366666667
2005-04-30,68722.6,77605.18571428572,69789.954
2005-05-01,72390.41,76790.11714285715,69541.552
2005-05-02,60339.04,72182.4842857143,69527.96733333332
2005-05-03,73613.01,69471.13285714286,70356.62033333333
2005-05-04,80832.19,70968.19714285714,71493.83499999999
2005-05-05,70119.86,71567.02285714286,71751.94
2005-05-06,60804.79,69545.9857142857,71552.054
2005-05-07,73030.82,70161.44571428571,71398.74333333333
2005-05-08,78794.52,71076.31857142856,71408.44666666667
2005-05-09,63250.0,71492.17,71557.87599999999
2005-05-10,79027.4,72265.65428571429,71819.86233333334
2005-05-11,92010.27,73862.52285714286,72662.09966666668
2005-05-12,89273.97,76598.82428571429,72894.97633333334
2005-05-13,70876.71,78037.67000000001,72825.11333333333
2005-05-14,73554.79,78112.52285714286,72879.45099999999
2005-05-15,80482.88,78353.71714285715,73857.53333333334
2005-05-16,74952.05,80025.43857142856,74389.26833333334
2005-05-17,78212.33,79909.0,74769.63366666668
2005-05-18,75068.49,77488.74571428572,75019.976
2005-05-19,64705.48,73978.96142857143,74721.11766666666
2005-05-20,64647.26,73089.04000000001,74622.145
2005-05-21,86654.11,74960.37142857142,74948.17233333334
2005-05-22,76873.29,74444.71571428572,75256.734
2005-05-23,59407.53,72224.06999999999,74738.58333333333
2005-05-24,59815.07,69595.89,74129.22266666667
2005-05-25,64996.58,68157.04571428572,73209.35966666667
2005-05-26,63715.75,68015.65571428572,72246.80233333333
2005-05-27,67674.66,68448.14142857143,72157.53300000001
2005-05-28,68256.85,65819.96142857142,72235.15866666666
2005-05-29,80075.34,66277.39714285714,72405.935
2005-05-30,73962.33,68356.65428571429,72580.59266666666
2005-05-31,61386.99,68581.21428571429,72213.812
2005-06-01,61386.99,68065.55857142857,72248.74366666666
2005-06-02,65229.45,68281.80142857143,71969.29166666667
2005-06-03,62493.15,67541.58571428571,71357.99033333334
2005-06-04,69130.14,67666.34142857142,71324.99966666667
2005-06-05,64239.73,65404.11142857142,71439.49766666668
2005-06-06,61212.33,63582.682857142856,71045.548
2005-06-07,66568.49,64322.897142857146,70638.01366666667
2005-06-08,66044.52,64988.258571428574,70731.16433333333
2005-06-09,59931.51,64231.409999999996,70094.63466666666
2005-06-10,50558.22,62526.420000000006,68712.89966666666
2005-06-11,64297.95,61836.107142857145,67880.36566666666
2005-06-12,65404.11,62002.44714285715,67697.94566666667
2005-06-13,63599.32,62343.44571428571,67366.09666666666
2005-06-14,50267.12,60014.67857142858,66358.90466666667
2005-06-15,67383.56,60205.97000000001,66106.62166666667
2005-06-16,67267.12,61253.91428571429,65741.78133333333
2005-06-17,66684.93,63557.729999999996,65462.329333333335
2005-06-18,69130.14,64248.04285714286,65609.818
2005-06-19,67441.78,64539.138571428564,65702.96866666667
2005-06-20,68839.04,65287.67,65109.133
2005-06-21,75534.25,68897.26,65064.49833333333
2005-06-22,79318.49,70602.25,65728.197
2005-06-23,80773.97,72531.8,66426.827
2005-06-24,86130.14,75309.68714285715,67131.279
2005-06-25,87702.05,77962.81714285714,67930.82233333333
2005-06-26,77688.36,79426.6142857143,68264.61233333334
2005-06-27,78270.55,80773.97285714287,68598.40233333333
2005-06-28,67732.88,79659.49142857143,68186.987
2005-06-29,91078.77,81339.53142857143,68757.535
2005-06-30,70236.3,79834.15000000001,69052.512
2005-07-01,73380.14,78012.72142857143,69452.28366666667
2005-07-02,67907.53,75184.93285714286,69541.553
2005-07-03,68315.07,73845.89142857143,69735.617
2005-07-04,84791.1,74777.39857142858,70257.649
2005-07-05,86712.33,77488.74857142857,71006.73566666667
2005-07-06,92708.9,77721.62428571428,72056.62133333334
2005-07-07,75417.81,78461.84,72351.59866666667
2005-07-08,60921.23,76681.99571428572,72180.82233333333
2005-07-09,56554.79,75060.17571428571,72068.26499999998
2005-07-10,78328.77,76490.7042857143,72993.95
2005-07-11,76291.1,75276.41857142858,73393.72166666666
2005-07-12,66976.03,72456.94714285714,73446.11899999999
2005-07-13,71691.78,69454.50142857143,73715.86766666667
2005-07-14,73845.89,69229.94142857143,74501.82666666666
2005-07-15,68780.82,70352.74,74548.402
2005-07-16,78561.64,73496.57571428572,74924.886
2005-07-17,59174.66,70760.27428571429,74674.54366666666
2005-07-18,64239.73,69038.65000000001,74511.53
2005-07-19,62143.84,68348.33714285714,74334.93200000002
2005-07-20,53352.74,65728.47428571428,73818.72200000001
2005-07-21,61561.64,63973.58142857143,73352.96833333334
2005-07-22,77164.38,65171.23285714286,73281.16466666666
2005-07-23,79260.27,65271.037142857145,73230.70800000001
2005-07-24,67441.78,66452.05428571429,72607.76266666668
2005-07-25,54691.78,65088.061428571425,71507.42033333333
2005-07-26,59873.29,64763.69714285714,70913.58466666666
2005-07-27,76291.1,68040.60571428572,70847.60299999999
2005-07-28,68664.38,69055.28285714285,70878.65299999999
2005-07-29,64530.82,67250.48857142856,69993.72133333333
2005-07-30,75417.81,66701.56571428571,70166.43833333332
2005-07-31,76000.0,67924.16857142858,70253.767
2005-08-01,57428.08,68315.06857142856,69904.452
2005-08-02,55273.97,67658.02285714286,69469.74866666667
2005-08-03,62900.68,65745.10571428572,68740.068
2005-08-04,66510.27,65437.375714285714,68066.666
2005-08-05,69130.14,66094.42142857143,67280.70733333334
2005-08-06,62900.68,64306.26,66863.46966666667
2005-08-07,64705.48,62692.75714285714,66989.61133333333
2005-08-08,74893.84,65187.86571428571,67600.913
2005-08-09,62434.93,66210.86,67071.11833333333
2005-08-10,67791.1,66909.49142857143,66787.785
2005-08-11,67208.9,67009.29571428572,66795.54733333334
2005-08-12,70061.64,67142.36714285714,66741.20933333333
2005-08-13,74893.84,68855.67571428572,66776.141
2005-08-14,59174.66,68065.55857142857,66455.93566666667
2005-08-15,61503.42,66152.64142857143,65887.32833333334
2005-08-16,76174.66,68115.46,66453.995
2005-08-17,69479.45,68356.65285714286,66628.65233333333
2005-08-18,71924.66,69030.33285714286,66954.67966666668
2005-08-19,72448.63,69371.33142857143,67591.20933333333
2005-08-20,76931.51,69662.42714285714,68103.53833333333
2005-08-21,84558.22,73288.65000000001,68349.99966666667
2005-08-22,74893.84,75201.56714285714,68204.452
2005-08-23,72623.29,74694.22857142857,68377.16900000001
2005-08-24,71400.68,74968.68999999999,68934.13233333333
2005-08-25,63599.32,73779.35571428572,69058.33333333333
2005-08-26,62027.4,72290.60857142857,68582.87666666666
2005-08-27,60688.36,69970.15857142858,68317.00933333334
2005-08-28,46482.88,64530.82428571429,67715.41133333332
2005-08-29,56962.33,61969.18,67100.22866666668
2005-08-30,73554.79,62102.25142857143,67018.72166666666
2005-08-31,79842.47,63308.221428571436,67765.868
2005-09-01,89565.07,67017.6142857143,68908.90466666667
2005-09-02,76815.07,69130.13857142857,69372.71766666666
2005-09-03,66568.49,69970.15714285715,69374.65833333334
2005-09-04,65404.11,72673.19,69250.45733333334
2005-09-05,47006.85,71250.97857142857,68720.663
2005-09-06,60630.14,69404.6,68584.81833333333
2005-09-07,55448.63,65919.7657142857,67936.64466666666
2005-09-08,57311.64,61312.13285714287,67765.86833333333
2005-09-09,73496.58,60838.062857142846,67956.051
2005-09-10,88691.78,63998.532857142854,68672.14700000001
2005-09-11,57020.55,62800.881428571425,68237.44399999999
2005-09-12,54284.25,63840.51,67550.45766666667
2005-09-13,60804.79,63865.46000000001,67604.79533333333
2005-09-14,49160.96,62967.22142857143,67193.37999999999
2005-09-15,60979.45,63491.194285714286,66686.87299999999
2005-09-16,64705.48,62235.322857142855,66527.74066666668
2005-09-17,69886.99,59548.92428571428,66459.81833333333
2005-09-18,75359.59,62168.787142857145,66556.85033333334
2005-09-19,76582.19,65354.20714285714,66545.20633333334
2005-09-20,66219.18,66127.69142857143,65933.905
2005-09-21,65986.3,68531.31142857143,65636.98700000001
2005-09-22,80832.19,71367.41714285714,65910.617
2005-09-23,86595.89,74494.61857142857,66417.124
2005-09-24,64006.85,73654.59857142856,66430.70833333333
2005-09-25,65869.86,72298.92285714285,66558.79033333334
2005-09-26,86363.01,73696.18285714285,67414.612
2005-09-27,71924.66,74511.25142857143,68262.67133333333
2005-09-28,69654.11,75035.2242857143,68685.73066666667
2005-09-29,84965.75,75625.73285714285,69066.09599999999
2005-09-30,80948.63,74818.98142857142,69102.96800000001
2005-10-01,81763.7,77355.67428571428,68842.92233333334
2005-10-02,75650.68,78752.93428571429,68804.10933333334
2005-10-03,87003.42,78844.42142857143,69485.27366666666
2005-10-04,82462.33,80349.80285714286,70053.88100000001
2005-10-05,71109.59,80557.72857142857,70857.30566666667
2005-10-06,70178.08,78445.20428571428,71175.57033333332
2005-10-07,55390.41,74794.03,71173.62966666667
2005-10-08,52246.58,70577.29857142856,71004.79433333334
2005-10-09,64297.95,68955.48,70698.17333333332
2005-10-10,65869.86,65936.4,69937.44266666667
2005-10-11,63424.66,63216.73285714286,70150.913
2005-10-12,55797.95,61029.35571428571,70201.36966666667
2005-10-13,71866.44,61270.549999999996,70570.09133333334
2005-10-14,73263.7,63823.877142857134,71373.516
2005-10-15,80657.53,67882.58428571429,72029.452
2005-10-16,68373.29,68464.77571428572,72151.71233333334
2005-10-17,85955.48,71334.15,72687.32866666667
2005-10-18,96493.15,76058.21999999999,73391.78066666666
2005-10-19,80599.32,79601.27285714286,73525.68500000001
2005-10-20,61095.89,78062.62285714285,73354.90866666666
2005-10-21,55565.07,75534.24714285714,73007.53433333334
2005-10-22,67092.47,73596.38142857143,72549.54366666666
2005-10-23,76640.41,74777.39857142858,72217.69433333333
2005-10-24,73205.48,72955.97,72524.31533333333
2005-10-25,81414.38,70801.86,73042.466
2005-10-26,63133.56,68306.75142857143,72268.151
2005-10-27,80541.1,71084.63857142857,72555.36566666666
2005-10-28,62260.27,72041.09571428572,72308.90433333332
2005-10-29,76058.22,73321.91714285714,72011.98666666666
2005-10-30,67616.44,72032.77857142857,71567.58033333333
2005-10-31,64589.04,70801.85857142857,70995.09166666666
2005-11-01,68897.26,69013.69857142857,70769.97766666667
2005-11-02,75883.56,70835.12714285715,70399.31566666668
2005-11-03,87352.74,71808.21857142857,70562.32933333333
2005-11-04,74952.05,73621.33,70690.41133333332
2005-11-05,60339.04,71375.73285714285,70362.44333333333
2005-11-06,54982.88,69570.93857142856,70348.859
2005-11-07,83160.96,72224.06999999999,71379.33833333333
2005-11-08,68547.95,72174.16857142857,71521.00499999999
2005-11-09,67558.22,70984.83428571429,71577.28366666667
2005-11-10,87702.05,71034.73571428572,72386.53
2005-11-11,89448.63,73105.67571428571,73508.21933333334
2005-11-12,74020.55,75060.17714285714,73580.023
2005-11-13,49626.71,74295.01,72792.12333333334
2005-11-14,63366.44,71467.22142857143,72215.75366666666
2005-11-15,80948.63,73238.74714285714,72634.93166666667
2005-11-16,73147.26,74037.18142857144,72207.991
2005-11-17,67267.12,71117.9057142857,71233.79000000001
2005-11-18,55914.38,66327.29857142856,70410.95866666667
2005-11-19,79551.37,67117.41571428571,71026.14133333332
2005-11-20,78561.64,71250.97714285714,71792.69366666667
2005-11-21,73729.45,72731.40714285713,72013.92633333334
2005-11-22,80715.75,72698.13857142857,72149.771
2005-11-23,84500.0,74319.95857142856,72526.25499999999
2005-11-24,75534.25,75500.97714285714,72330.25066666667
2005-11-25,73671.23,78037.67,72681.50633333334
2005-11-26,52188.36,74128.66857142857,71736.41500000001
2005-11-27,71575.34,73130.62571428572,72046.91733333333
2005-11-28,73671.23,73122.30857142857,71967.351
2005-11-29,79260.27,72914.38285714286,72355.47866666666
2005-11-30,75650.68,71650.19428571429,72724.2
2005-12-01,64821.92,70119.86142857143,72588.35533333334
2005-12-02,55739.73,67558.21857142857,71916.89433333333
2005-12-03,57369.86,68298.43285714285,70917.465
2005-12-04,74660.96,68739.2357142857,70907.76200000002
2005-12-05,73671.23,68739.2357142857,71352.16833333335
2005-12-06,75767.12,68240.21428571429,72044.97633333334
2005-12-07,73205.48,67890.9,71713.12700000001
2005-12-08,73380.14,69113.50285714286,71874.2
2005-12-09,64239.73,70327.78857142858,71763.58366666667
2005-12-10,66743.15,71666.83,71064.95366666667
2005-12-11,59582.19,69512.72,70069.40566666666
2005-12-12,69654.11,68938.84571428571,69923.85766666666
2005-12-13,70702.05,68215.26428571428,70626.36899999999
2006-01-21,60863.01,66452.05428571429,70542.92133333333
2006-01-22,72273.97,66294.03,70253.766
2006-01-23,53934.93,64821.91571428571,69613.35500000001
2006-01-24,56554.79,63366.43571428572,69256.27733333333
2006-01-25,60222.6,63457.92285714286,69399.88466666666
2006-01-26,46715.75,60181.01428571429,68305.364
2006-01-27,57136.99,58243.14857142857,67591.209
2006-01-28,61270.55,58301.368571428575,67175.91233333334
2006-01-29,63308.22,57020.54714285715,66595.66133333334
2006-01-30,70818.49,59432.48428571429,66139.611
2006-01-31,91195.21,64381.11571428571,66661.643
2006-02-01,79202.05,67092.46571428572,66846.00366666667
2006-02-02,62318.49,69321.42857142857,67183.67466666667
2006-02-03,66452.05,70652.15142857144,67012.89833333333
2006-02-04,77513.7,72972.60142857143,67140.98066666667
2006-02-05,74253.42,74536.20142857144,66974.08566666667
2006-02-06,68547.95,74211.83857142857,66737.32800000001
2006-02-07,70061.64,71192.75714285714,66911.98533333333
2006-02-08,51315.07,67208.90285714286,66764.49666666667
2006-02-09,61270.55,67059.19714285714,66894.51966666667
2006-02-10,63191.78,66593.44428571429,66512.21366666666
2006-02-11,83510.27,67450.09714285715,66840.18166666667
2006-02-12,67034.25,66418.78714285714,66549.086
2006-02-13,81880.14,68323.38571428572,66838.24133333334
2006-02-14,73787.67,68855.67571428571,66851.82566666667
2006-02-15,73380.14,72007.82857142857,67156.50600000001
2006-02-16,59291.1,71725.05,66908.10433333334
2006-02-17,59698.63,71226.02857142857,66911.98566666667
2006-02-18,60571.92,67949.12142857142,66609.246
2006-02-19,49044.52,65379.15999999999,65887.32833333334
2006-02-20,66859.59,63233.36714285715,66087.21433333334
2006-02-21,71167.81,62859.101428571434,66050.34233333333
2006-02-22,69246.58,62268.59285714286,66560.73066666667
2006-02-23,69945.21,63790.60857142857,67007.07800000001
2006-02-24,82869.86,67100.78428571428,67761.98666666666
2006-02-25,76640.41,69396.28285714285,68759.47533333334
2006-02-26,75301.37,73147.26142857144,69364.95466666667
2006-02-27,73030.82,74028.86571428571,69756.96366666666
2006-02-28,62376.71,72772.99428571429,69725.91333333333
2006-03-01,64938.36,72157.53428571428,69529.909
2006-03-02,73904.11,72723.09142857142,68953.539
2006-03-03,72739.73,71275.93000000001,68738.12833333334
2006-03-04,70294.52,70369.37428571428,69003.996
2006-03-05,58301.37,67940.80285714286,68732.30666666667
2006-03-06,58301.37,65836.59571428572,68091.89566666666
2006-03-07,76058.22,67791.09714285714,68152.05566666667
2006-03-08,75534.25,69304.79571428572,68384.93233333333
2006-03-09,72972.6,69171.72285714286,68481.96433333334
2006-03-10,52071.92,66219.17857142857,68507.19266666667
2006-03-11,80541.1,67682.97571428571,69149.54433333332
2006-03-12,84849.32,71475.54000000001,69871.46233333334
2006-03-13,70410.96,73205.48142857142,69434.81866666667
2006-03-14,61270.55,71092.95714285715,69242.69533333334
2006-03-15,72681.51,70685.42285714285,68936.07433333334
2006-03-16,69304.79,70161.45,68786.645
2006-03-17,63599.32,71808.22142857143,68460.61766666667
2006-03-18,78561.64,71525.44142857143,69102.969
2006-03-19,72506.85,69762.23142857142,69529.90966666667
2006-03-20,56554.79,67782.77857142857,69396.00533333333
2006-03-21,66102.74,68473.09142857142,69964.61266666667
2006-03-22,69130.14,67965.75285714286,70040.29766666667
2006-03-23,81356.16,69687.37714285713,70379.90933333334
2006-03-24,66976.03,70169.7642857143,70304.22433333333
2006-03-25,52828.77,66493.64,69733.67633333334
2006-03-26,53527.4,63782.29,68755.59433333334
2006-03-27,75767.12,66526.90857142858,68726.48466666667
2006-03-28,69013.7,66942.76,68516.89566666666
2006-03-29,73380.14,67549.90285714285,68528.53966666668
2006-03-30,72797.95,66327.30142857143,68875.91433333333
2006-03-31,78619.86,67990.70571428571,69331.96433333334
2006-04-01,95037.67,74020.54857142858,70036.41633333333
2006-04-02,76989.73,77372.30999999998,70178.083
2006-04-03,55215.75,74436.4,69675.45733333334
2006-04-04,64297.95,73762.72142857143,69875.34333333334
2006-04-05,72623.29,73654.6,70352.74066666666
2006-04-06,81065.07,74835.61714285714,70519.63566666665
2006-04-07,80773.97,75143.34714285714,70694.293
2006-04-08,63308.22,70610.56857142856,70372.14700000001
2006-04-09,56147.26,67633.07285714286,70507.99166666667
2006-04-10,85140.41,71908.02428571429,70661.302
2006-04-11,92301.37,75908.51285714285,70909.70366666667
2006-04-12,87702.05,78062.62142857142,71486.07333333333
2006-04-13,86363.01,78819.47,72322.48866666667
2006-04-14,68547.95,77072.89571428571,72184.70333333334
2006-04-15,60979.45,76740.21428571429,71907.192
2006-04-16,76465.75,79642.85571428572,72336.073
2006-04-17,69945.21,77472.11285714284,72048.85866666665
2006-04-18,72157.53,74594.42142857143,72037.21466666667
2006-04-19,80715.75,73596.37857142856,72842.58
2006-04-20,76582.19,72199.11857142857,73191.895
2006-04-21,64647.26,71641.87714285715,73042.46566666667
2006-04-22,58301.37,71259.29428571429,72273.97266666665
2006-04-23,64763.7,69587.57285714286,72200.22833333333
2006-04-24,66219.18,69055.28285714285,72646.57533333333
2006-04-25,71924.66,69022.0157142857,73259.81733333334
2006-04-26,72273.97,67816.04714285715,73143.379
2006-04-27,75476.03,67658.02428571429,73358.79
2006-04-28,63541.1,67500.00142857143,73030.822
2006-04-29,80075.34,70610.56857142856,73273.40166666666
2006-04-30,80366.44,72839.53142857143,73331.621
2006-05-01,70236.3,73413.40571428572,72504.90866666667
2006-05-02,56613.01,71226.02714285716,71825.68466666667
2006-05-03,71691.78,71142.85714285714,72374.88566666668
2006-05-04,90904.11,73346.86857142857,73261.75766666667
2006-05-05,70003.42,74270.05714285714,73174.42866666666
2006-05-06,66743.15,72365.45857142858,72697.03133333333
2006-05-07,73729.45,71417.31714285715,72462.21399999999
2006-05-08,77164.38,72407.04285714285,72924.086
2006-05-09,75476.03,75101.76,73568.37833333334
2006-05-10,81996.58,76573.87428571428,73463.58399999999
2006-05-11,50791.1,70843.44428571429,72079.90833333334
2006-05-12,63599.32,69928.57285714285,71276.484
2006-05-13,66102.74,69837.08571428571,70601.14166666666
2006-05-14,56845.89,67425.14857142857,70211.073
2006-05-15,68664.38,66210.86285714286,70467.23733333334
2006-05-16,69654.11,65379.159999999996,70240.18266666666
2006-05-17,76523.97,64597.35857142857,70459.47466666668
2006-05-18,82287.67,69096.86857142857,70797.146
2006-05-19,67092.47,69595.89,70343.03666666667
2006-05-20,67092.47,69737.28,70026.71266666666
2006-05-21,41650.68,67566.53571428571,69260.16
2006-05-22,57311.64,65944.71571428572,69227.169
2006-05-23,74952.05,66701.5642857143,69566.78066666666
2006-05-24,74893.84,66468.68857142857,69855.936
2006-05-25,82345.89,66477.00571428573,70203.31033333334
2006-05-26,67325.34,66510.27285714286,70038.35599999999
2006-05-27,63366.44,65977.98285714285,69634.70300000001
2006-05-28,89215.75,72772.99285714286,70490.52466666668
2006-05-29,87410.96,77072.89571428571,70735.04533333333
2006-05-30,62784.25,75334.63857142857,70148.97233333332
2006-05-31,75243.15,75384.54000000001,70315.86733333333
2006-06-01,79609.59,74993.64,71082.42
2006-06-02,68606.16,75176.6142857143,70979.566
2006-06-03,74253.42,76731.89714285715,70424.543
2006-06-04,79027.4,75276.41857142858,70725.34233333333
2006-06-05,74719.18,73463.30714285714,70991.20999999999
2006-06-06,74311.64,75110.07714285715,71010.61633333334
2006-06-07,63482.88,73430.03857142857,70554.56633333334
2006-06-08,65287.67,71384.05,70214.95433333333
2006-06-09,76582.19,72523.48285714285,70034.47466666668
2006-06-10,63424.66,70976.51714285715,70455.59333333332
2006-06-11,75184.93,70427.59285714287,70841.78033333334
2006-06-12,77397.26,70810.17571428571,71218.26433333334
2006-06-13,76116.44,71068.00428571428,71860.616
2006-06-14,82636.99,73804.30571428571,72326.36966666667
2006-06-15,76465.75,75401.17428571428,72553.42433333333
2006-06-16,86828.77,76864.97142857143,72896.91766666666
2006-06-17,77280.82,78844.42285714285,72730.02266666667
2006-06-18,73613.01,78619.86285714286,72947.374
2006-06-19,58767.12,75958.41428571429,72669.86233333334
2006-06-20,64705.48,74328.27714285716,73438.35566666667
2006-06-21,79085.62,73820.93857142857,74164.155
2006-06-22,82695.21,74710.86142857143,74422.26033333334
2006-06-23,70643.84,72398.72857142858,74280.59366666667
2006-06-24,68140.41,71092.95571428571,73807.07766666666
2006-06-25,70352.74,70627.20285714287,73907.991
2006-06-26,70469.18,72298.92571428571,74144.749
2006-06-27,64589.04,72282.29142857144,73323.85866666665
2006-06-28,73089.04,71425.63714285714,72846.46133333333
2006-06-29,70469.18,69679.06142857143,73102.62566666664
2006-06-30,62958.9,68581.21285714286,72693.15066666667
2006-07-01,60630.14,67508.31714285714,72060.50233333332
2006-07-02,68839.04,67292.07428571429,72068.26499999998
2006-07-03,71750.0,67475.04857142856,71984.81766666665
2006-07-04,68198.63,67990.70428571428,71623.85866666668
2006-07-05,70934.93,67682.97428571428,71497.71699999999
2006-07-06,64530.82,66834.63714285714,71171.68966666666
2006-07-07,69945.21,67832.68142857142,71387.10066666667
2006-07-08,61095.89,67899.21714285715,71247.37466666666
2006-07-09,64414.38,67267.12285714285,70841.781
2006-07-10,61852.74,65853.22857142857,70789.38366666668
2006-07-11,59000.0,64539.138571428564,70249.886
2006-07-12,61561.64,63200.09714285715,69722.03199999999
2006-07-13,57602.74,62210.37142857143,69104.90866666667
2006-07-14,65054.79,61511.74,68518.83533333334
2006-07-15,69188.36,62667.807142857135,68276.25566666666
2006-07-16,75126.71,64198.14,67886.18699999999
2006-07-17,75941.78,66210.86,67841.55233333333
2006-07-18,79551.37,69146.77,68039.49766666668
