Date,exports_usd,imports_usd,exports_usd_MA7,exports_usd_MA30,imports_usd_MA7,imports_usd_MA30
2002-10-21,1436301.37,1310273.97,1245988.2585714285,1263972.6026666665,1193933.4642857143,1127694.0643333334
2002-10-22,1365068.49,1333561.64,1264579.2557142857,1266141.5523333333,1218884.5400000003,1132054.7946666668
2002-10-23,1358904.11,1093150.68,1293150.6842857145,1266643.8353333334,1220156.5542857144,1133196.3469999998
2002-10-24,1285616.44,1083561.64,1314872.7985714285,1262305.936,1205577.2971428572,1134634.7030000002
2002-10-25,1221232.88,1003424.66,1338160.47,1258036.5296666666,1179647.7471428572,1137534.2463333334
2002-10-26,1089726.03,1158219.18,1308512.7214285715,1252351.5983333334,1170156.5542857142,1144589.041
2002-10-27,1363698.63,1201369.86,1302935.4214285712,1258447.4886666664,1169080.2328571428,1149589.041
2002-10-28,1276712.33,1069863.01,1280136.9871428572,1259132.4203333333,1134735.81,1147488.5843333334
2002-10-29,1249315.07,1190410.96,1263600.7842857144,1258698.6303333335,1114285.7128571428,1147351.598
2002-10-30,1264383.56,1208904.11,1250097.8485714288,1259908.6759999997,1130821.9171428573,1151529.6803333336
2002-10-31,1256164.38,1171232.88,1245890.4114285712,1260913.2419999999,1143346.3800000001,1153675.7989999999
2002-11-01,1110273.97,1200684.93,1230039.1385714286,1253858.4473333333,1171526.4185714286,1155639.2693333332
2002-11-02,1105479.45,1147945.21,1232289.6271428573,1255319.6343333335,1170058.7085714287,1154474.886
2002-11-03,1364383.56,1235616.44,1232387.4742857143,1261894.9766666666,1174951.077142857,1158767.1233333333
2002-11-04,1297260.27,1202739.73,1235322.8942857143,1266141.5520000001,1193933.4657142856,1162716.895
2002-11-05,1161643.84,1104109.59,1222798.4328571428,1259726.027,1181604.6985714284,1161666.6666666667
2002-11-06,1282876.71,1215753.42,1225440.3114285714,1258995.4333333333,1182583.1714285712,1163447.4883333333
2002-11-07,1256164.38,1056849.32,1225440.3114285714,1258995.4333333333,1166242.6628571427,1163219.1779999998
2002-11-08,1236986.3,1105479.45,1243542.072857143,1261392.6936666665,1152641.8800000001,1163561.6436666667
2002-11-09,1221917.81,1387671.23,1260176.1242857145,1256803.6526666665,1186888.4542857143,1171940.639
2002-11-10,1243150.68,1183561.64,1242857.1414285714,1250273.9719999998,1179452.0542857144,1173196.3466666667
2002-11-11,1209589.04,1039726.03,1230332.68,1249817.351,1156164.3828571427,1169748.8583333334
2002-11-12,1258904.11,1052054.79,1244227.0042857144,1248127.853333333,1148727.9828571428,1164885.8443333332
2002-11-13,1265753.42,1155479.45,1241780.82,1248904.109,1140117.4157142858,1165296.8033333335
2002-11-14,1152054.79,978767.12,1226908.0214285715,1246141.5516666665,1128962.8157142857,1159292.237
2002-11-15,1140410.96,1150684.93,1213111.5442857142,1245525.1133333333,1135420.7414285713,1161506.8486666668
2002-11-16,1442465.75,1299315.07,1244618.392857143,1255821.917,1122798.432857143,1165296.8029999998
2002-11-17,1444520.55,1222602.74,1273385.5171428572,1268698.6293333333,1128375.732857143,1166552.5106666668
2002-11-18,1245205.48,1139041.1,1278473.58,1266963.4696666668,1142563.6,1163698.6296666667
2002-11-19,1252054.79,1110958.9,1277495.1057142857,1261940.6383333332,1150978.472857143,1160433.7893333333
2002-11-20,1264383.56,1063698.63,1277299.4114285714,1256210.0446666668,1137866.927142857,1152214.6113333332
2002-11-21,1261643.84,1071917.81,1292954.99,1252762.5563333333,1151174.1685714286,1143493.1503333333
2002-11-22,1352739.73,1065753.42,1323287.6714285712,1252557.077,1139041.0957142857,1142579.9083333334
2002-11-23,1501369.86,1113013.7,1331702.5442857144,1259748.8576666669,1112426.6142857142,1143561.6436666667
2002-11-24,1326027.4,1198630.14,1314774.9514285715,1263242.0083333333,1109001.9571428571,1150068.493
2002-11-25,1015753.42,1086986.3,1281996.0857142857,1260776.2546666667,1101565.557142857,1147694.0636666669
2002-11-26,1226712.33,1095890.41,1278375.7342857143,1256210.0446666668,1099412.9157142858,1144178.082
2002-11-27,1167123.29,902739.73,1264481.4100000001,1252557.0766666667,1076418.7871428572,1138607.306
2002-11-28,1192465.75,940410.96,1254598.825714286,1250662.0993333333,1057632.0942857142,1130273.9726666666
2002-11-29,1117808.22,1136986.3,1221037.1814285715,1245776.2546666667,1067808.22,1127876.7123333332
2002-11-30,1291780.82,1165753.42,1191095.8900000001,1246963.4693333332,1075342.4657142856,1127694.0636666669
2002-12-01,1438356.16,1104109.59,1207142.8557142857,1257899.5423333335,1061839.53,1124474.8856666668
2002-12-02,1237671.23,1130821.92,1238845.4000000001,1262305.9349999998,1068101.7614285715,1123904.1093333333
2002-12-03,1381506.85,1271232.88,1260958.902857143,1262876.7113333335,1093150.6857142856,1125091.324
2002-12-04,1354794.52,1289726.03,1287769.0785714283,1264794.5196666669,1148434.442857143,1127990.8673333332
2002-12-05,1230136.99,1134931.51,1293150.684285714,1267077.6246666664,1176223.092857143,1129018.2646666665
2002-12-06,1171232.88,1308904.11,1300782.7785714285,1263356.1636666667,1200782.7799999998,1132123.2876666668
2002-12-07,1341095.89,1101369.86,1307827.7885714285,1266187.2140000002,1191585.1285714286,1133607.3056666667
2002-12-08,1145890.41,1050000.0,1266046.9671428571,1263150.6843333333,1183855.1871428571,1131757.9906666665
2002-12-09,1246575.34,973972.6,1267318.9828571428,1263972.6020000002,1161448.1414285714,1117968.0363333332
2002-12-10,1088356.16,986301.37,1225440.3128571429,1258812.7846666665,1120743.6400000001,1111392.694
2002-12-11,1156849.32,1170547.95,1197162.427142857,1257054.794,1103718.2,1115753.4246666667
2002-12-12,1295890.41,1054794.52,1206555.7728571428,1258287.670666667,1092270.0585714285,1115844.749
2002-12-13,1332191.78,1023287.67,1229549.9014285712,1260502.282666667,1051467.71,1111438.3563333333
2003-01-21,1289726.03,1132191.78,1222211.3499999999,1265091.324,1055870.8414285714,1116552.5116666667
2003-01-22,1276712.33,1123972.6,1240900.1957142856,1269634.7030000002,1066438.3557142857,1115662.1006666666
2003-01-23,1316438.36,1075342.47,1250880.6271428573,1265433.79,1080919.7657142857,1108196.3473333332
2003-01-24,1330821.92,1097945.21,1285518.592857143,1261643.8356666667,1096868.8857142858,1104041.0963333333
2003-01-25,1271232.88,1098630.14,1301859.1014285716,1262511.4156666666,1086594.9128571427,1102694.0643333334
2003-01-26,1195890.41,1141780.82,1287573.3871428573,1260639.2696666669,1099021.5271428572,1103721.4616666667
2003-01-27,1134931.51,1169863.01,1259393.3485714286,1256324.2013333333,1119960.8614285714,1107260.2743333331
2003-01-28,1184931.51,1046575.34,1244422.7028571428,1253767.1236666667,1107729.9414285715,1106415.5253333333
2003-01-29,1248630.14,1015068.49,1240410.9614285715,1250296.804,1092172.2114285715,1104726.0276666668
2003-01-30,1227397.26,1098630.14,1227690.8042857142,1241164.3839999998,1095499.0214285713,1104246.5756666667
2003-01-31,1182191.78,1164383.56,1206457.927142857,1236369.8633333333,1104990.2142857143,1103105.023
2003-02-01,1336986.3,1122602.74,1215851.2728571428,1247077.626,1108414.8714285714,1104292.2376666667
2003-02-02,1254794.52,1195205.48,1224266.1457142856,1248013.699,1116046.9657142856,1107602.74
2003-02-03,1195890.41,971917.81,1232974.56,1248972.6030000001,1087769.0799999998,1109908.676
2003-02-04,1169863.01,975342.47,1230821.917142857,1248219.1783333335,1077592.9557142856,1111073.0596666667
2003-02-05,1169178.08,992465.75,1219471.6228571427,1249931.507,1074363.9928571428,1106255.7079999999
2003-02-06,1204794.52,1094520.55,1216242.6600000001,1247031.9636666668,1073776.9085714286,1103881.279
2003-02-07,1334931.51,993150.68,1238062.6214285714,1243584.4753333332,1049315.0685714285,1100182.6486666666
2003-02-08,1260958.9,1060273.97,1227201.5642857142,1244360.731,1040410.9585714287,1097831.0503333332
2003-02-09,1236301.37,1191095.89,1224559.6857142858,1239520.5483333333,1039823.8742857144,1095159.8173333334
2003-02-10,1193150.68,1120547.95,1224168.2957142857,1234132.4203333333,1061056.7514285713,1089520.548
2003-02-11,1347260.27,1126027.4,1249510.7614285715,1238036.5296666666,1082583.17,1089223.7443333333
2003-02-12,1340410.96,1162328.77,1273972.6014285716,1243675.7989999999,1106849.3157142855,1084337.8996666668
2003-02-13,1190410.96,1076027.4,1271917.8071428572,1238652.9679999999,1104207.4371428571,1083493.1509999998
2003-02-14,1247260.27,1145890.41,1259393.3442857142,1242031.9633333336,1126027.3985714286,1086689.498
2003-02-15,1226027.4,1060273.97,1254403.1300000001,1241347.0320000001,1126027.3985714286,1089566.2103333334
2003-02-16,1201369.86,1302054.79,1249412.9142857143,1245114.1553333334,1141878.67,1100091.3243333334
2003-02-17,1260958.9,1370547.95,1259099.8028571426,1248584.4746666667,1177592.9557142858,1106757.991
2003-02-18,1375342.47,1297260.27,1263111.5457142857,1251232.8766666665,1202054.7942857144,1114840.1826666666
2003-02-19,1340410.96,1278767.12,1263111.5457142857,1251506.8493333333,1218688.8442857142,1123356.1643333333
2003-02-20,1169863.01,1047260.27,1260176.1242857145,1247511.4153333334,1214579.2542857141,1120525.1139999998
2003-02-21,1056164.38,1130136.99,1232876.7114285715,1240159.817,1212328.7657142857,1120730.5936666667
2003-02-22,1261643.84,1138356.16,1237964.7742857144,1238333.3329999999,1223483.3642857145,1122831.05
2003-02-23,1321232.88,1095890.41,1255088.0628571429,1238013.6983333332,1194031.31,1122762.5566666669
2003-02-24,1393835.62,1118493.15,1274070.4514285715,1242100.4563333332,1158023.4814285713,1123424.6570000001
2003-02-25,1228082.19,1113698.63,1253033.2685714285,1243173.5156666667,1131800.3900000001,1122488.5839999998
2003-02-26,1384931.51,1223287.67,1259393.347142857,1251506.849,1123874.7542857141,1124269.406
2003-02-27,1323287.67,1136301.37,1281311.1557142858,1256118.7210000001,1136594.9114285712,1127260.2736666666
2003-02-28,1262328.77,1050000.0,1310763.2114285715,1256575.342,1125146.7699999998,1128424.6573333333
2003-03-01,1256849.32,913698.63,1310078.28,1257557.0773333334,1093052.8371428573,1122260.2736666666
2003-03-02,1216438.36,979452.05,1295107.6342857142,1258698.63,1076418.7857142857,1116095.89
2003-03-03,1301369.86,1019178.08,1281898.24,1257511.4153333332,1062230.9185714286,1112648.4013333332
2003-03-04,1304109.59,1020547.95,1292759.2971428572,1259155.251,1048923.6785714286,1106826.4836666668
2003-03-05,1332876.71,1076712.33,1285322.8971428573,1263721.461,1027984.3442857143,1110319.6343333332
2003-03-06,1176712.33,1130136.99,1264383.562857143,1263949.7716666667,1027103.7185714284,1115479.4516666667
2003-03-07,1131506.85,1085616.44,1245694.7171428571,1262694.064,1032191.7814285714,1118584.4746666667
2003-03-08,1142465.75,1075342.47,1229354.2071428571,1260616.4383333332,1055283.7585714285,1117945.2053333332
2003-03-09,1228082.19,1046575.34,1231017.6114285716,1257054.7943333334,1064872.8,1119726.0273333334
2003-03-10,1241780.82,1129452.05,1222504.8914285714,1256415.525,1080626.2242857143,1122031.9633333334
2003-03-11,1252054.79,985616.44,1215068.4914285715,1256940.6389999997,1075636.0085714287,1115182.6483333332
2003-03-12,1141780.82,1089726.03,1187769.0785714288,1255228.3103333332,1077495.1085714286,1114155.251
2003-03-13,1226712.33,1076712.33,1194911.9357142858,1251210.045666667,1069863.0142857144,1112511.4153333332
2003-03-14,1247945.21,1086301.37,1211545.9871428572,1248127.8539999998,1069960.8614285714,1109977.1686666666
2003-03-15,1124657.53,1076027.4,1209001.9557142856,1245936.0729999999,1070058.7085714287,1109977.1686666668
2003-03-16,1324657.53,1008219.18,1222798.432857143,1248515.9816666667,1064579.2571428572,1105388.1276666666
2003-03-17,1326027.4,1105479.45,1234833.6585714284,1251849.315,1061154.5999999999,1106894.977
2003-03-18,1293150.68,1160958.9,1240704.5,1254908.6756666666,1086203.5228571428,1102191.7806666666
2003-03-19,1289041.1,1035616.44,1261741.6828571428,1255844.749,1078473.5814285714,1091027.397
2003-03-20,1219863.01,1165753.42,1260763.2085714284,1250662.1003333332,1091193.7371428572,1086643.8353333334
2003-03-21,1229452.05,1208219.18,1258121.3285714288,1246963.47,1108610.567142857,1084292.2373333334
2003-03-22,1350684.93,1169178.08,1290410.9571428574,1252990.8673333335,1121917.8071428572,1088356.1643333333
2003-03-23,1213013.7,1050684.93,1274461.8385714288,1258219.178,1127984.3428571427,1085707.7623333333
2003-03-24,1324657.53,1048630.14,1274266.142857143,1260319.6343333335,1119863.0128571426,1082716.895
2003-03-25,1335616.44,1132876.71,1280332.68,1260799.0863333335,1115851.2714285713,1083949.7716666667
2003-03-26,1308219.18,1054794.52,1283072.4057142858,1257945.2050000003,1118590.9971428572,1081826.484
2003-03-27,1230821.92,1147260.27,1284637.9642857143,1258036.5293333333,1115949.1185714286,1082945.2053333332
2003-03-28,1099315.07,1034931.51,1266046.9671428571,1248515.9813333333,1091193.7371428572,1076666.6666666667
2003-03-29,1149315.07,1090410.96,1237279.8442857142,1242716.8946666666,1079941.2914285713,1075136.9863333334
2003-03-30,1196575.3450000002,1265068.49,1234931.5078571427,1240525.1138333336,1110567.5142857141,1082305.936
2003-03-31,1243835.62,1094520.55,1223385.5207142856,1240091.3238333336,1117123.2871428572,1088333.3333333333
2003-04-01,1234931.51,999315.07,1209001.9592857142,1240707.7621666668,1098043.0528571429,1088995.434
2003-04-02,1171232.88,1087671.23,1189432.487857143,1236369.8628333332,1102739.7257142856,1091278.5389999999
2003-04-03,1048630.14,1160958.9,1163405.0907142858,1227853.8811666667,1104696.6728571428,1095958.9039999999
2003-04-04,1215068.49,1088356.16,1179941.2935714286,1223926.9404999998,1112328.7657142857,1096347.0316666667
2003-04-05,1234931.51,1193150.68,1192172.2135714286,1225867.5798333334,1127005.8685714286,1098447.4880000001
2003-04-06,1343150.68,1234246.58,1213111.5471428572,1232922.3741666668,1122602.7385714285,1103401.8260000001
2003-04-07,1279452.05,1191095.89,1218199.6085714286,1237488.5841666667,1136399.2157142856,1107260.2733333332
2003-04-08,1198630.14,1062328.77,1213013.6985714284,1236506.8491666666,1145401.1728571428,1107785.3876666666
2003-04-09,1160273.97,1103424.66,1211448.1400000001,1233789.9541666666,1147651.662857143,1106917.808
2003-04-10,1156164.38,1221917.81,1226810.174285714,1230593.6071666668,1156360.0785714285,1114794.5203333334
2003-04-11,1230821.92,1230821.92,1229060.664285714,1233561.6438333334,1176712.3299999998,1119497.7166666666
2003-04-12,1117808.22,889726.03,1212328.7657142857,1229931.5068333333,1133365.9514285715,1113264.84
2003-04-13,1177397.26,916438.36,1188649.7057142856,1227579.9085000001,1087964.777142857,1107602.7396666666
2003-04-14,1067123.29,1051369.86,1158317.0257142857,1225662.1005,1068003.9157142858,1106780.8216666665
2003-04-15,1280136.99,1136301.37,1169960.8614285714,1224178.0825,1078571.43,1111050.228
2003-04-16,1384246.58,1099315.07,1201956.9485714287,1226118.7218333334,1077984.3457142857,1110844.7486666667
2003-04-17,1336301.37,1147945.21,1227690.8042857144,1227557.078166667,1067416.8314285714,1110410.959
2003-04-18,1212328.77,1141780.82,1225048.9257142858,1225000.0005,1054696.6742857143,1113949.7716666667
2003-04-19,1249315.07,1106849.32,1243835.6185714286,1225981.7358333333,1085714.2871428572,1111986.3016666668
2003-04-20,1127397.26,1186301.37,1236692.7614285715,1222579.9094999998,1124266.1457142858,1111255.708
2003-04-21,1145205.48,1115068.49,1247847.3599999999,1215730.5945000001,1133365.95,1109452.055
2003-04-22,1221917.81,1084931.51,1239530.3342857142,1216027.3981666667,1126027.3985714286,1110593.6076666666
2003-04-23,1292465.75,1134931.51,1226418.7871428572,1214954.3388333332,1131115.4614285715,1113470.3199999998
2003-04-24,1256849.32,1196575.34,1215068.4942857143,1212328.7681666664,1138062.622857143,1115593.6076666666
2003-04-25,1314383.56,1154794.52,1229647.75,1212534.2474999998,1139921.722857143,1118926.9409999999
2003-04-26,1335616.44,1250000.0,1241976.517142857,1216027.3981666667,1160371.82,1122351.5986666668
2003-04-27,1261643.84,1164383.56,1261154.5999999999,1221438.3571666668,1157240.7042857143,1126666.667
2003-04-28,1310273.97,988356.16,1284735.812857143,1226803.6538333334,1139138.942857143,1123264.8403333335
2003-04-29,1291780.82,1120547.95,1294716.2428571428,1229977.1696666665,1144227.005714286,1118447.4889999998
2003-04-30,1384246.58,1191780.82,1307827.7899999998,1234657.535,1152348.3357142857,1121689.4980000001
2003-05-01,1280136.99,950684.93,1311154.5999999999,1236164.3843333335,1117221.1342857142,1120068.4933333334
2003-05-02,1211643.84,893835.62,1296477.4971428572,1237511.4163333334,1079941.2914285716,1113607.3063333335
2003-05-03,1226712.33,1056849.32,1280919.7671428572,1243447.4893333332,1052348.3371428573,1110136.987
2003-05-04,1197945.21,1282876.71,1271819.9628571428,1242876.7133333336,1069275.93,1116621.0053333335
2003-05-05,1257534.25,1153424.66,1264285.7171428571,1243630.138,1092857.1442857143,1115296.8046666668
2003-05-06,1354794.52,1022602.74,1273287.6742857143,1244018.2659999998,1078864.9714285715,1108242.01
2003-05-07,1328082.19,1086301.37,1265264.19,1245639.2706666668,1063796.4785714287,1104748.8593333333
2003-05-08,1506164.38,1068493.15,1297553.817142857,1255890.412,1080626.224285714,1104954.3386666668
2003-05-09,1280821.92,1141095.89,1307436.4,1259908.6770000001,1115949.1199999999,1106210.0463333332
2003-05-10,1124657.53,1070547.95,1292857.142857143,1258858.4486666666,1117906.067142857,1101164.3843333335
2003-05-11,1142465.75,1242465.75,1284931.5057142857,1255913.243,1112133.072857143,1101552.5119999999
2003-05-12,1356164.38,1109589.04,1299021.5242857144,1263858.4483333332,1105870.8414285714,1108881.279
2003-05-13,1384246.58,1117808.22,1303228.9614285715,1270753.4256666668,1119471.6242857142,1115593.6076666666
2003-05-14,1538356.16,1063698.63,1333268.0999999999,1286461.188,1116242.6614285712,1116004.5666666667
2003-05-15,1269178.08,1024657.53,1299412.9142857143,1286095.8909999998,1109980.43,1112283.1053333334
2003-05-16,1332876.71,1111643.84,1306849.3128571429,1284383.562,1105772.994285714,1112694.0643333334
2003-05-17,1472602.74,1115753.42,1356555.7714285715,1288926.9409999999,1112230.9185714286,1111621.0046666667
2003-05-18,1319178.08,1054109.59,1381800.3900000001,1292488.5846666666,1085322.8957142858,1108698.6303333333
2003-05-19,1226712.33,1169178.08,1363307.24,1291735.16,1093835.6157142858,1110776.2556666667
2003-05-20,1282876.71,1150000.0,1348825.8299999998,1296917.8083333333,1098434.4414285715,1109566.21
2003-05-21,1188356.16,1011643.84,1298825.83,1298356.1643333333,1090998.0428571429,1106118.7216666667
2003-05-22,1091095.89,1108904.11,1273385.5171428572,1293995.4336666667,1103033.2685714287,1106917.8083333333
2003-05-23,1193150.68,1028767.12,1253424.6557142858,1290684.9313333335,1091193.7371428572,1103378.9953333335
2003-05-24,1189041.1,1139041.1,1212915.8499999999,1288424.6573333335,1094520.5485714287,1101461.1873333333
2003-05-25,1239726.03,1174657.53,1201565.5571428572,1285936.0729999999,1111741.682857143,1102123.2876666666
2003-05-26,1480821.92,1092465.75,1237866.927142857,1290776.2556666667,1100782.7785714285,1096872.146
2003-05-27,1402739.73,1033561.64,1254990.2157142856,1295479.452,1084148.7271428572,1092511.4153333334
2003-05-28,1317808.22,1252054.79,1273483.3671428573,1295730.5936666667,1118493.1485714286,1101301.3696666667
2003-05-29,1257534.25,1192465.75,1297260.2757142857,1294589.0413333334,1130430.5257142857,1103698.6296666667
2003-05-30,1278767.12,1137671.23,1309491.1957142858,1291073.0593333333,1145988.255714286,1101894.9766666668
2003-05-31,1202739.73,1138356.16,1311448.142857143,1288493.1506666667,1145890.407142857,1108150.6843333333
2003-06-01,1329452.05,1165753.42,1324266.1457142856,1292420.0909999998,1144618.3914285714,1117214.611
2003-06-02,1315753.42,1110273.97,1300684.9314285715,1295388.1273333333,1147162.4228571428,1118995.4326666666
2003-06-03,1250684.93,896575.34,1278962.8171428572,1297146.118,1127592.9514285715,1106118.7203333334
2003-06-04,1365068.49,989726.03,1285714.2842857144,1300730.5926666667,1090117.4142857143,1100662.0993333333
2003-06-05,1330821.92,1069178.08,1296183.9514285715,1299931.506,1072504.8900000001,1102214.6106666666
2003-06-06,1274657.53,1104794.52,1295596.8671428573,1298150.684,1067808.2171428571,1102831.0489999999
2003-06-07,1302054.79,1112328.77,1309784.7328571428,1291347.031,1064090.0185714287,1104292.2363333334
2003-06-08,1236986.3,1097945.21,1296575.3399999999,1289885.8436666667,1054403.1314285714,1102853.8803333333
2003-06-09,1065068.49,1096575.34,1260763.2071428571,1287899.5423333333,1052446.1842857143,1103721.46
2003-06-10,1249315.07,1139041.1,1260567.5128571428,1291461.1863333331,1087084.15,1100273.9716666667
2003-06-11,1247260.27,1086986.3,1243737.7671428572,1287831.0493333335,1100978.4742857143,1099520.547
2003-06-12,1185616.44,1084246.58,1222994.1271428573,1281210.0446666665,1103131.1171428573,1098401.8256666667
2003-06-13,1245205.48,1063698.63,1218786.6914285715,1271438.3553333334,1097260.2757142857,1098401.8256666667
2003-06-14,1384931.51,1122602.74,1230626.222857143,1275296.803,1098727.9857142859,1101666.666
2003-06-15,1263013.7,1088356.16,1234344.422857143,1272968.0359999998,1097358.1214285714,1100890.41
2003-06-16,1123972.6,893835.62,1242759.2957142857,1261347.0313333333,1068395.3042857142,1093493.15
2003-06-17,1278767.12,1042465.75,1246966.7314285713,1259999.9993333335,1054598.8257142857,1093105.022
2003-06-18,1099315.07,1071917.81,1225831.7028571428,1255753.424,1052446.1842857145,1089863.013
2003-06-19,1095205.48,1084246.58,1212915.8514285716,1249497.7163333334,1052446.1842857145,1087671.2323333332
2003-06-20,1213013.7,1082191.78,1208317.0257142857,1250319.6343333335,1055088.0628571429,1090022.8303333332
2003-06-21,1264383.56,1266438.36,1191095.8900000001,1256095.89,1075636.0085714287,1095273.972
2003-06-22,1277397.26,1286301.37,1193150.6842857143,1258904.1093333333,1103913.8957142858,1103858.447
2003-06-23,1316438.36,1232191.78,1220645.7928571429,1263150.6846666667,1152250.49,1106963.4696666666
2003-06-24,1386301.37,966438.36,1236007.8285714288,1268036.5293333335,1141389.4342857143,1100022.8306666666
2003-06-25,1262328.77,1108219.18,1259295.5,1260753.4243333335,1146575.3442857142,1100547.945
2003-06-26,1267808.22,1096575.34,1283953.0342857144,1256255.7073333333,1148336.5957142857,1102648.4016666666
2003-06-27,1345890.41,991095.89,1302935.4214285717,1257191.7803333332,1135322.897142857,1093949.7716666667
2003-06-28,1219178.08,1182876.71,1296477.4957142859,1255913.2413333333,1123385.5185714285,1093630.1369999999
2003-06-29,1123287.67,1250000.0,1274461.84,1250730.5929999999,1118199.6085714286,1097374.4293333334
2003-06-30,1139726.03,1266438.36,1249217.2214285715,1248630.136333333,1123091.9771428572,1101643.836
2003-07-01,1380136.99,1087671.23,1248336.5957142857,1250319.6343333335,1140410.9585714287,1099041.0963333333
2003-07-02,1267123.29,984931.51,1249021.5271428574,1248698.63,1122798.434285714,1094863.0143333334
2003-07-03,1332876.71,1053424.66,1258317.0257142857,1251438.356,1116634.0514285713,1100091.325
2003-07-04,1412328.77,1253424.66,1267808.22,1253013.6986666664,1154109.59,1108881.2793333335
2003-07-05,1136301.37,1234931.51,1255968.69,1246529.6803333336,1161545.99,1114406.3936666667
2003-07-06,1083561.64,1147260.27,1250293.5428571426,1240159.8173333334,1146868.8857142858,1115821.9186666666
2003-07-07,1282191.78,1169178.08,1270645.7928571429,1239497.7170000002,1132974.56,1117716.8956666668
2003-07-08,1153424.66,1079452.05,1238258.3171428572,1236712.329,1131800.3914285714,1117100.457
2003-07-09,1263013.7,1099315.07,1237671.2328571428,1243310.5026666669,1148140.9000000001,1117191.7813333333
2003-07-10,1184246.58,1205479.45,1216438.357142857,1241141.553,1169863.0128571428,1119406.393
2003-07-11,1164383.56,1302739.73,1181017.612857143,1238378.996,1176908.0228571428,1126598.1739999999
2003-07-12,1280136.99,1184931.51,1201565.5585714285,1241529.681,1169765.1657142858,1129954.3383333334
2003-07-13,1129452.05,978082.19,1208121.3314285714,1237671.2333333334,1145596.8685714286,1127100.457
2003-07-14,1097260.27,1009589.04,1181702.5442857144,1228082.192,1122798.4342857143,1123333.3336666666
2003-07-15,1189041.1,1055479.45,1186790.607142857,1225616.4386666669,1119373.777142857,1122237.4433333336
2003-07-16,1236986.3,1049315.07,1183072.4071428573,1229383.562,1112230.92,1127420.0916666666
2003-07-17,1344520.55,908904.11,1205968.6885714286,1231575.3429999999,1069863.0142857144,1122968.037
2003-07-18,1292465.75,936301.37,1224266.1442857143,1238013.699,1017514.6771428572,1118447.4889999998
2003-07-19,1198630.14,1243150.68,1212622.3085714285,1241461.1876666667,1025831.7014285715,1123744.2923333335
2003-07-20,1191780.82,1375342.47,1221526.4185714286,1240753.425,1082583.17,1133515.982
2003-07-21,1298630.14,1098630.14,1250293.5428571429,1241894.977666667,1095303.327142857,1127922.3746666668
2003-07-22,1268493.15,1206164.38,1261643.8357142857,1241598.1739999999,1116829.7457142859,1125251.1416666666
2003-07-23,1308904.11,1128082.19,1271917.8085714285,1241347.0323333333,1128082.1914285715,1121780.8220000002
2003-07-24,1278767.12,1313013.7,1262524.4614285715,1237762.5573333332,1185812.1328571427,1133333.3333333333
2003-07-25,1158904.11,1207534.25,1243444.2271428572,1234315.0686666665,1224559.687142857,1136643.8356666667
2003-07-26,1313698.63,1249315.07,1259882.582857143,1235844.749,1225440.3142857142,1141735.16
2003-07-27,1028082.19,1103424.66,1236497.0642857142,1225251.1416666666,1186594.9128571427,1145479.4523333334
2003-07-28,1115068.49,1026712.33,1210273.9714285715,1221780.822,1176320.94,1140273.973
2003-07-29,1282191.78,1124657.53,1212230.9185714286,1227077.6256666668,1164677.1042857142,1136095.8906666667
2003-07-30,1347260.27,1014383.56,1217710.3699999999,1233995.4336666665,1148434.4428571428,1127694.064
2003-07-31,1204794.52,1094520.55,1207142.8557142857,1228150.6846666667,1117221.1357142858,1127922.3746666668
2003-08-01,1180821.92,1063013.7,1210273.9714285715,1225273.9723333335,1096575.342857143,1130525.1143333332
2003-08-02,1294520.55,1178767.12,1207534.2457142859,1223995.4336666665,1086497.0642857142,1134703.1963333334
2003-08-03,1272602.74,1139726.03,1242465.7528571428,1219337.8993333334,1091682.9742857143,1130913.2419999999
2003-08-04,1196575.34,1017123.29,1254109.5885714286,1221347.0316666665,1090313.1114285714,1123652.9679999999
2003-08-05,1306164.38,1075342.47,1257534.2457142859,1228767.123,1083268.102857143,1121255.708
2003-08-06,1191780.82,1063013.7,1235322.8957142856,1225753.4243333333,1090215.2657142857,1117716.8953333334
2003-08-07,1234246.58,1100684.93,1239530.332857143,1228447.4883333333,1091095.8914285714,1118424.658
2003-08-08,1258904.11,1216438.36,1250684.9314285715,1228310.5019999999,1113013.7,1122328.7676666668
2003-08-09,1341095.89,1182191.78,1257338.5514285713,1233538.8123333333,1113502.9371428571,1121552.5119999999
2003-08-10,1222602.74,1157534.25,1250195.6942857143,1235479.4516666667,1116046.9685714287,1116712.3293333333
2003-08-11,1258219.18,1183561.64,1259001.9571428574,1234748.858,1139823.8757142858,1116666.6670000001
2003-08-12,1219178.08,1054109.59,1246575.342857143,1237739.7256666666,1136790.607142857,1119200.9136666665
2003-08-13,1254109.59,963698.63,1255479.4528571428,1242968.0363333335,1122602.74,1117671.2333333334
2003-08-14,1196575.34,1006164.38,1250097.847142857,1243219.1776666667,1109099.8042857142,1116027.3976666667
2003-08-15,1124657.53,1281506.85,1230919.7642857141,1239474.8853333334,1118395.3028571429,1123767.1236666667
2003-08-16,1142465.75,1223972.6,1202544.03,1232739.7253333332,1124363.9914285715,1134269.4066666667
2003-08-17,1136986.3,1089726.03,1190313.11,1227557.077,1114677.102857143,1139383.562
2003-08-18,1251369.86,1238356.16,1189334.6357142858,1229315.0676666668,1122504.8914285714,1139223.7446666667
