Year,DayOfYear,Date,Value
2005,354,2005-12-20,58.0
2006,18,2006-01-18,58.03
2006,19,2006-01-19,59.63
2006,20,2006-01-20,63.55
2006,21,2006-01-21,64.54
2006,22,2006-01-22,67.31
2006,23,2006-01-23,65.41
2006,24,2006-01-24,64.07
2006,25,2006-01-25,62.97
2006,26,2006-01-26,59.83
2006,27,2006-01-27,64.28
2006,28,2006-01-28,66.73
2006,29,2006-01-29,62.83
2006,30,2006-01-30,66.82
2006,31,2006-01-31,63.95
2006,32,2006-02-01,62.13
2006,33,2006-02-02,63.16
2006,34,2006-02-03,59.47
2006,35,2006-02-04,63.43
2006,36,2006-02-05,65.96
2006,37,2006-02-06,61.34
2006,38,2006-02-07,62.72
2006,39,2006-02-08,69.11
2006,40,2006-02-09,64.62
2006,41,2006-02-10,58.0
2006,42,2006-02-11,58.0
2006,43,2006-02-12,60.38
2006,44,2006-02-13,59.97
2006,45,2006-02-14,59.97
2006,46,2006-02-15,67.42
2006,47,2006-02-16,64.37
2006,48,2006-02-17,60.87
2006,49,2006-02-18,62.93
2006,50,2006-02-19,65.86
2006,51,2006-02-20,66.07
2006,52,2006-02-21,62.78
2006,53,2006-02-22,62.03
2006,54,2006-02-23,60.87
2006,55,2006-02-24,60.46
2006,56,2006-02-25,62.82
2006,57,2006-02-26,62.16
2006,58,2006-02-27,58.11
2006,59,2006-02-28,61.18
2006,60,2006-03-01,62.57
2006,61,2006-03-02,63.08
2006,62,2006-03-03,62.57
2006,63,2006-03-04,65.27
2006,64,2006-03-05,64.23
2006,65,2006-03-06,66.54
2006,66,2006-03-07,60.02
2006,67,2006-03-08,58.0
2006,68,2006-03-09,61.76
2006,69,2006-03-10,61.31
2006,70,2006-03-11,60.05
2006,71,2006-03-12,65.23
2006,72,2006-03-13,69.3
2006,73,2006-03-14,66.51
2006,74,2006-03-15,64.31
2006,75,2006-03-16,63.79
2006,76,2006-03-17,62.0
2006,77,2006-03-18,60.48
2006,78,2006-03-19,64.48
2006,79,2006-03-20,62.66
2006,80,2006-03-21,63.18
2006,81,2006-03-22,61.94
2006,82,2006-03-23,65.36
2006,83,2006-03-24,63.29
2006,84,2006-03-25,61.97
2006,85,2006-03-26,64.89
2006,86,2006-03-27,61.94
2006,87,2006-03-28,64.86
2006,88,2006-03-29,62.69
2006,89,2006-03-30,61.47
2006,90,2006-03-31,65.41
2006,91,2006-04-01,65.38
2006,92,2006-04-02,58.0
2006,93,2006-04-03,58.75
2006,94,2006-04-04,63.11
2006,95,2006-04-05,62.74
2006,96,2006-04-06,66.29
2006,97,2006-04-07,68.59
2006,98,2006-04-08,59.93
2006,99,2006-04-09,66.62
2006,100,2006-04-10,59.14
2006,101,2006-04-11,61.98
2006,102,2006-04-12,60.45
2006,103,2006-04-13,61.17
2006,104,2006-04-14,62.89
2006,105,2006-04-15,62.33
2006,106,2006-04-16,63.54
2006,107,2006-04-17,68.77
2006,108,2006-04-18,63.48
2006,109,2006-04-19,61.7
2006,110,2006-04-20,62.71
2006,111,2006-04-21,64.39
2006,112,2006-04-22,65.78
2006,113,2006-04-23,64.06
2006,114,2006-04-24,64.07
2006,115,2006-04-25,67.09
2006,116,2006-04-26,65.01
2006,117,2006-04-27,63.9
2006,118,2006-04-28,60.92
2006,119,2006-04-29,62.55
2006,120,2006-04-30,62.39
2006,121,2006-05-01,61.32
2006,122,2006-05-02,58.0
2006,123,2006-05-03,58.55
2006,124,2006-05-04,60.38
2006,125,2006-05-05,61.04
2006,126,2006-05-06,60.16
2006,127,2006-05-07,66.38
2006,128,2006-05-08,67.71
2006,129,2006-05-09,62.68
2006,130,2006-05-10,64.34
2006,131,2006-05-11,62.03
2006,132,2006-05-12,60.05
2006,133,2006-05-13,60.93
2006,134,2006-05-14,63.7
2006,135,2006-05-15,62.3
2006,136,2006-05-16,62.38
2006,137,2006-05-17,60.67
2006,138,2006-05-18,60.16
2006,139,2006-05-19,66.16
2006,140,2006-05-20,65.52
2006,141,2006-05-21,64.75
2006,142,2006-05-22,63.99
2006,143,2006-05-23,66.27
2006,144,2006-05-24,62.02
2006,145,2006-05-25,60.57
2006,146,2006-05-26,64.84
2006,147,2006-05-27,65.72
2006,148,2006-05-28,61.39
2006,149,2006-05-29,59.47
2006,150,2006-05-30,61.31
2006,151,2006-05-31,61.89
2006,152,2006-06-01,62.06
2006,153,2006-06-02,63.85
2006,154,2006-06-03,65.83
2006,155,2006-06-04,66.08
2006,156,2006-06-05,64.24
2006,157,2006-06-06,66.62
2006,158,2006-06-07,64.43
2006,159,2006-06-08,65.97
2006,160,2006-06-09,61.2
2006,161,2006-06-10,60.34
2006,162,2006-06-11,62.36
2006,163,2006-06-12,63.63
2006,164,2006-06-13,62.8
2006,165,2006-06-14,62.0
2006,166,2006-06-15,60.62
2006,167,2006-06-16,61.45
2006,168,2006-06-17,64.1
2006,169,2006-06-18,65.39
2006,170,2006-06-19,62.36
2006,171,2006-06-20,59.54
2006,172,2006-06-21,62.71
2006,173,2006-06-22,65.91
2006,174,2006-06-23,63.16
2006,175,2006-06-24,64.98
2006,176,2006-06-25,63.08
2006,177,2006-06-26,62.77
2006,178,2006-06-27,63.84
2006,179,2006-06-28,60.84
2006,180,2006-06-29,64.09
2006,181,2006-06-30,65.33
2006,182,2006-07-01,67.32
2006,183,2006-07-02,62.89
2006,184,2006-07-03,64.23
2006,185,2006-07-04,63.33
2006,186,2006-07-05,60.82
2006,187,2006-07-06,60.18
2006,188,2006-07-07,61.32
2006,189,2006-07-08,64.43
2006,190,2006-07-09,67.02
2006,191,2006-07-10,68.19
2006,192,2006-07-11,65.2
2006,193,2006-07-12,62.8
2006,194,2006-07-13,66.57
2006,195,2006-07-14,59.96
2006,196,2006-07-15,59.61
2006,197,2006-07-16,64.95
2006,198,2006-07-17,68.42
2006,199,2006-07-18,67.32
2006,200,2006-07-19,67.24
2006,201,2006-07-20,63.02
2006,202,2006-07-21,62.74
2006,203,2006-07-22,64.7
2006,204,2006-07-23,66.77
2006,205,2006-07-24,63.62
2006,206,2006-07-25,69.05
2006,207,2006-07-26,65.22
2006,208,2006-07-27,64.4
2006,209,2006-07-28,65.59
2006,210,2006-07-29,65.61
2006,211,2006-07-30,64.56
2006,212,2006-07-31,62.41
2006,213,2006-08-01,65.77
2006,214,2006-08-02,62.47
2006,215,2006-08-03,61.56
2006,216,2006-08-04,64.86
2006,217,2006-08-05,65.75
2006,218,2006-08-06,62.19
2006,219,2006-08-07,63.66
2006,220,2006-08-08,62.0
2006,221,2006-08-09,63.59
2006,222,2006-08-10,61.47
2006,223,2006-08-11,62.17
2006,224,2006-08-12,62.38
2006,225,2006-08-13,60.07
2006,226,2006-08-14,63.81
2006,227,2006-08-15,64.97
2006,228,2006-08-16,64.48
2006,229,2006-08-17,59.16
2006,230,2006-08-18,64.07
2006,231,2006-08-19,64.76
2006,232,2006-08-20,64.23
2006,233,2006-08-21,62.6
2006,234,2006-08-22,59.8
2006,235,2006-08-23,62.6
2006,236,2006-08-24,61.86
2006,237,2006-08-25,60.12
2006,238,2006-08-26,58.0
2006,239,2006-08-27,65.0
2006,240,2006-08-28,63.59
2006,241,2006-08-29,65.17
2006,242,2006-08-30,64.39
2006,243,2006-08-31,63.9
2006,244,2006-09-01,63.81
2006,245,2006-09-02,61.15
2006,246,2006-09-03,63.4
2006,247,2006-09-04,65.63
2006,248,2006-09-05,64.32
2006,249,2006-09-06,63.77
2006,250,2006-09-07,63.15
2006,251,2006-09-08,66.24
2006,252,2006-09-09,64.78
2006,253,2006-09-10,63.7
2006,254,2006-09-11,62.33
2006,255,2006-09-12,59.86
2006,256,2006-09-13,59.02
2006,257,2006-09-14,63.15
2006,258,2006-09-15,64.81
2006,259,2006-09-16,64.09
2006,260,2006-09-17,65.88
2006,261,2006-09-18,61.75
2006,262,2006-09-19,61.81
2006,263,2006-09-20,65.81
2006,264,2006-09-21,66.1
2006,265,2006-09-22,65.01
2006,266,2006-09-23,62.82
2006,267,2006-09-24,62.88
2006,268,2006-09-25,62.83
2006,269,2006-09-26,62.19
2006,270,2006-09-27,62.36
2006,271,2006-09-28,63.22
2006,272,2006-09-29,64.97
2006,273,2006-09-30,64.37
2006,274,2006-10-01,60.78
2006,275,2006-10-02,64.07
2006,276,2006-10-03,62.66
2006,277,2006-10-04,63.87
2006,278,2006-10-05,60.71
2006,279,2006-10-06,60.93
2006,280,2006-10-07,63.99
2006,281,2006-10-08,66.63
2006,282,2006-10-09,65.47
2006,283,2006-10-10,60.87
2006,284,2006-10-11,62.41
2006,285,2006-10-12,63.87
2006,286,2006-10-13,62.02
2006,287,2006-10-14,62.27
2006,288,2006-10-15,64.61
2006,289,2006-10-16,67.29
2006,290,2006-10-17,67.57
2006,291,2006-10-18,69.44
2006,292,2006-10-19,65.8
2006,293,2006-10-20,62.08
2006,294,2006-10-21,64.81
2006,295,2006-10-22,62.68
2006,296,2006-10-23,64.5
2006,297,2006-10-24,68.12
2006,298,2006-10-25,64.98
2006,299,2006-10-26,66.3
2006,300,2006-10-27,68.26
2006,301,2006-10-28,62.24
2006,302,2006-10-29,62.72
2006,303,2006-10-30,59.24
2006,304,2006-10-31,60.12
2006,305,2006-11-01,63.7
2006,306,2006-11-02,63.22
2006,307,2006-11-03,64.03
2006,308,2006-11-04,66.32
2006,309,2006-11-05,62.93
2006,310,2006-11-06,64.86
2006,311,2006-11-07,66.84
2006,312,2006-11-08,60.43
2006,313,2006-11-09,64.98
2006,314,2006-11-10,59.72
2006,315,2006-11-11,62.88
2006,316,2006-11-12,66.68
2006,317,2006-11-13,64.28
2006,318,2006-11-14,58.53
2006,319,2006-11-15,61.69
2006,320,2006-11-16,64.68
2006,321,2006-11-17,60.27
2006,322,2006-11-18,63.73
2006,323,2006-11-19,63.73
2006,324,2006-11-20,63.19
2006,325,2006-11-21,62.13
2006,326,2006-11-22,60.46
2006,327,2006-11-23,61.65
2006,328,2006-11-24,61.45
2006,329,2006-11-25,59.27
2006,330,2006-11-26,62.31
2006,331,2006-11-27,62.64
2006,332,2006-11-28,62.16
2006,333,2006-11-29,65.88
2006,334,2006-11-30,62.83
2006,335,2006-12-01,64.56
2006,336,2006-12-02,65.27
2006,337,2006-12-03,62.36
2006,338,2006-12-04,60.59
2006,339,2006-12-05,58.8
2006,340,2006-12-06,59.99
2006,341,2006-12-07,67.18
2006,342,2006-12-08,60.48
2006,343,2006-12-09,64.95
2006,344,2006-12-10,61.31
2006,345,2006-12-11,61.67
2006,346,2006-12-12,59.35
2006,347,2006-12-13,58.7
2006,348,2006-12-14,58.78
2006,349,2006-12-15,64.5
2006,350,2006-12-16,64.28
2006,351,2006-12-17,63.92
2006,352,2006-12-18,65.17
2006,353,2006-12-19,63.37
2006,354,2006-12-20,60.29
2007,18,2007-01-18,61.22
2007,19,2007-01-19,60.9
2007,20,2007-01-20,61.34
2007,21,2007-01-21,63.05
2007,22,2007-01-22,61.86
2007,23,2007-01-23,59.49
2007,24,2007-01-24,58.0
2007,25,2007-01-25,62.16
2007,26,2007-01-26,60.13
2007,27,2007-01-27,61.94
2007,28,2007-01-28,60.4
2007,29,2007-01-29,60.71
2007,30,2007-01-30,63.81
2007,31,2007-01-31,61.31
2007,32,2007-02-01,62.17
2007,33,2007-02-02,64.51
2007,34,2007-02-03,62.82
2007,35,2007-02-04,60.29
2007,36,2007-02-05,63.6
2007,37,2007-02-06,62.68
2007,38,2007-02-07,64.2
2007,39,2007-02-08,60.62
2007,40,2007-02-09,59.35
2007,41,2007-02-10,62.31
2007,42,2007-02-11,60.67
2007,43,2007-02-12,61.75
2007,44,2007-02-13,61.42
2007,45,2007-02-14,61.91
2007,46,2007-02-15,60.76
2007,47,2007-02-16,59.52
2007,48,2007-02-17,59.17
2007,49,2007-02-18,61.8
2007,50,2007-02-19,65.78
2007,51,2007-02-20,63.38
2007,52,2007-02-21,59.24
2007,53,2007-02-22,61.11
2007,54,2007-02-23,63.21
2007,55,2007-02-24,60.51
2007,56,2007-02-25,60.82
2007,57,2007-02-26,63.19
2007,58,2007-02-27,59.63
2007,59,2007-02-28,62.42
2007,60,2007-03-01,61.4
2007,61,2007-03-02,59.55
2007,62,2007-03-03,62.89
2007,63,2007-03-04,58.01
2007,64,2007-03-05,59.72
2007,65,2007-03-06,66.14
2007,66,2007-03-07,61.54
2007,67,2007-03-08,62.44
2007,68,2007-03-09,59.63
2007,69,2007-03-10,59.46
2007,70,2007-03-11,60.29
2007,71,2007-03-12,60.65
2007,72,2007-03-13,64.42
2007,73,2007-03-14,63.26
2007,74,2007-03-15,60.89
2007,75,2007-03-16,58.0
2007,76,2007-03-17,62.47
2007,77,2007-03-18,61.2
2007,78,2007-03-19,64.81
2007,79,2007-03-20,65.11
2007,80,2007-03-21,58.5
2007,81,2007-03-22,61.42
2007,82,2007-03-23,65.23
2007,83,2007-03-24,63.48
2007,84,2007-03-25,59.55
2007,85,2007-03-26,63.37
2007,86,2007-03-27,58.0
2007,87,2007-03-28,59.38
2007,88,2007-03-29,62.89
2007,89,2007-03-30,58.0
2007,90,2007-03-31,59.99
2007,91,2007-04-01,63.02
2007,92,2007-04-02,59.21
2007,93,2007-04-03,59.21
2007,94,2007-04-04,61.54
2007,95,2007-04-05,64.37
2007,96,2007-04-06,62.66
2007,97,2007-04-07,58.0
2007,98,2007-04-08,58.0
2007,99,2007-04-09,60.04
2007,100,2007-04-10,59.22
2007,101,2007-04-11,59.63
2007,102,2007-04-12,60.96
2007,103,2007-04-13,60.19
2007,104,2007-04-14,62.6
2007,105,2007-04-15,62.68
2007,106,2007-04-16,61.18
2007,107,2007-04-17,59.82
2007,108,2007-04-18,64.21
2007,109,2007-04-19,61.04
2007,110,2007-04-20,66.55
2007,111,2007-04-21,65.41
2007,112,2007-04-22,65.06
2007,113,2007-04-23,63.9
2007,114,2007-04-24,62.31
2007,115,2007-04-25,62.63
2007,116,2007-04-26,63.18
2007,117,2007-04-27,58.0
2007,118,2007-04-28,58.0
2007,119,2007-04-29,60.32
2007,120,2007-04-30,61.84
2007,121,2007-05-01,60.71
2007,122,2007-05-02,64.65
2007,123,2007-05-03,65.22
2007,124,2007-05-04,58.0
2007,125,2007-05-05,58.23
2007,126,2007-05-06,59.47
2007,127,2007-05-07,62.17
2007,128,2007-05-08,62.85
2007,129,2007-05-09,63.74
2007,130,2007-05-10,66.19
2007,131,2007-05-11,65.16
2007,132,2007-05-12,65.69
2007,133,2007-05-13,62.31
2007,134,2007-05-14,63.87
2007,135,2007-05-15,58.62
2007,136,2007-05-16,59.05
2007,137,2007-05-17,63.43
2007,138,2007-05-18,59.17
2007,139,2007-05-19,63.57
2007,140,2007-05-20,62.91
2007,141,2007-05-21,59.93
2007,142,2007-05-22,60.74
2007,143,2007-05-23,62.97
2007,144,2007-05-24,58.0
2007,145,2007-05-25,59.72
2007,146,2007-05-26,58.0
2007,147,2007-05-27,60.57
2007,148,2007-05-28,61.28
2007,149,2007-05-29,61.17
2007,150,2007-05-30,62.91
2007,151,2007-05-31,59.27
2007,152,2007-06-01,60.04
2007,153,2007-06-02,60.4
2007,154,2007-06-03,59.46
2007,155,2007-06-04,62.3
2007,156,2007-06-05,61.26
2007,157,2007-06-06,61.94
2007,158,2007-06-07,62.5
2007,159,2007-06-08,58.0
2007,160,2007-06-09,58.0
2007,161,2007-06-10,63.18
2007,162,2007-06-11,64.29
2007,163,2007-06-12,65.47
2007,164,2007-06-13,60.45
2007,165,2007-06-14,60.24
2007,166,2007-06-15,63.08
2007,167,2007-06-16,67.42
2007,168,2007-06-17,64.2
2007,169,2007-06-18,62.2
2007,170,2007-06-19,61.12
2007,171,2007-06-20,65.72
2007,172,2007-06-21,67.42
2007,173,2007-06-22,64.42
2007,174,2007-06-23,59.94
2007,175,2007-06-24,58.42
2007,176,2007-06-25,64.32
2007,177,2007-06-26,63.66
2007,178,2007-06-27,62.09
2007,179,2007-06-28,58.51
2007,180,2007-06-29,60.95
2007,181,2007-06-30,60.3
2007,182,2007-07-01,61.61
2007,183,2007-07-02,60.68
2007,184,2007-07-03,60.81
2007,185,2007-07-04,61.42
2007,186,2007-07-05,64.04
2007,187,2007-07-06,63.24
2007,188,2007-07-07,62.68
2007,189,2007-07-08,58.0
2007,190,2007-07-09,58.0
2007,191,2007-07-10,59.97
2007,192,2007-07-11,63.27
2007,193,2007-07-12,63.71
2007,194,2007-07-13,63.66
2007,195,2007-07-14,63.19
2007,196,2007-07-15,64.73
2007,197,2007-07-16,62.39
2007,198,2007-07-17,60.37
2007,199,2007-07-18,65.83
2007,200,2007-07-19,61.04
2007,201,2007-07-20,58.72
2007,202,2007-07-21,63.46
2007,203,2007-07-22,58.62
2007,204,2007-07-23,60.92
2007,205,2007-07-24,62.42
2007,206,2007-07-25,60.82
2007,207,2007-07-26,60.24
2007,208,2007-07-27,62.14
2007,209,2007-07-28,62.75
2007,210,2007-07-29,60.35
2007,211,2007-07-30,61.69
2007,212,2007-07-31,60.38
2007,213,2007-08-01,65.0
2007,214,2007-08-02,64.01
2007,215,2007-08-03,65.64
2007,216,2007-08-04,60.34
2007,217,2007-08-05,60.51
2007,218,2007-08-06,63.22
2007,219,2007-08-07,66.4
2007,220,2007-08-08,66.43
2007,221,2007-08-09,63.3
2007,222,2007-08-10,63.54
2007,223,2007-08-11,61.47
2007,224,2007-08-12,62.47
2007,225,2007-08-13,61.42
2007,226,2007-08-14,60.02
2007,227,2007-08-15,59.19
2007,228,2007-08-16,62.02
2007,229,2007-08-17,60.82
2007,230,2007-08-18,63.9
2007,231,2007-08-19,66.24
2007,232,2007-08-20,66.44
2007,233,2007-08-21,67.98
2007,234,2007-08-22,63.92
2007,235,2007-08-23,58.0
2007,236,2007-08-24,61.25
2007,237,2007-08-25,61.97
2007,238,2007-08-26,64.81
2007,239,2007-08-27,60.02
2007,240,2007-08-28,63.37
2007,241,2007-08-29,62.88
2007,242,2007-08-30,64.48
2007,243,2007-08-31,63.93
2007,244,2007-09-01,67.37
2007,245,2007-09-02,61.78
2007,246,2007-09-03,62.96
2007,247,2007-09-04,64.65
2007,248,2007-09-05,61.5
2007,249,2007-09-06,64.51
2007,250,2007-09-07,58.0
2007,251,2007-09-08,61.42
2007,252,2007-09-09,62.53
2007,253,2007-09-10,62.55
2007,254,2007-09-11,64.06
2007,255,2007-09-12,62.5
2007,256,2007-09-13,63.79
2007,257,2007-09-14,66.47
2007,258,2007-09-15,61.7
2007,259,2007-09-16,59.88
2007,260,2007-09-17,60.16
2007,261,2007-09-18,62.82
2007,262,2007-09-19,66.14
2007,263,2007-09-20,63.19
2007,264,2007-09-21,64.37
2007,265,2007-09-22,65.72
2007,266,2007-09-23,65.45
2007,267,2007-09-24,62.55
2007,268,2007-09-25,64.35
2007,269,2007-09-26,64.39
2007,270,2007-09-27,64.92
2007,271,2007-09-28,62.66
2007,272,2007-09-29,64.92
2007,273,2007-09-30,60.35
2007,274,2007-10-01,62.13
2007,275,2007-10-02,64.15
2007,276,2007-10-03,62.97
2007,277,2007-10-04,62.03
2007,278,2007-10-05,62.44
2007,279,2007-10-06,64.97
2007,280,2007-10-07,64.43
2007,281,2007-10-08,67.34
2007,282,2007-10-09,67.21
2007,283,2007-10-10,65.5
2007,284,2007-10-11,60.16
2007,285,2007-10-12,66.29
2007,286,2007-10-13,64.72
2007,287,2007-10-14,62.24
2007,288,2007-10-15,61.01
2007,289,2007-10-16,62.09
2007,290,2007-10-17,63.96
2007,291,2007-10-18,60.38
2007,292,2007-10-19,59.39
2007,293,2007-10-20,64.48
2007,294,2007-10-21,68.31
2007,295,2007-10-22,67.2
2007,296,2007-10-23,63.66
2007,297,2007-10-24,62.47
2007,298,2007-10-25,63.38
2007,299,2007-10-26,63.85
2007,300,2007-10-27,62.39
2007,301,2007-10-28,59.1
2007,302,2007-10-29,61.07
2007,303,2007-10-30,63.15
2007,304,2007-10-31,61.28
2007,305,2007-11-01,59.44
2007,306,2007-11-02,62.85
2007,307,2007-11-03,67.29
2007,308,2007-11-04,62.91
2007,309,2007-11-05,65.85
2007,310,2007-11-06,63.95
2007,311,2007-11-07,58.33
2007,312,2007-11-08,60.63
2007,313,2007-11-09,63.08
2007,314,2007-11-10,61.28
2007,315,2007-11-11,58.42
2007,316,2007-11-12,59.49
2007,317,2007-11-13,62.0
2007,318,2007-11-14,59.32
2007,319,2007-11-15,62.66
2007,320,2007-11-16,63.52
2007,321,2007-11-17,62.28
2007,322,2007-11-18,63.59
2007,323,2007-11-19,61.09
2007,324,2007-11-20,62.52
2007,325,2007-11-21,64.03
2007,326,2007-11-22,63.57
2007,327,2007-11-23,64.34
2007,328,2007-11-24,62.97
2007,329,2007-11-25,59.69
2007,330,2007-11-26,64.12
2007,331,2007-11-27,61.17
2007,332,2007-11-28,61.72
2007,333,2007-11-29,64.68
2007,334,2007-11-30,62.25
2007,335,2007-12-01,60.52
2007,336,2007-12-02,61.37
2007,337,2007-12-03,63.6
2007,338,2007-12-04,60.29
2007,339,2007-12-05,61.22
2007,340,2007-12-06,65.39
2007,341,2007-12-07,62.2
2007,342,2007-12-08,62.03
2007,343,2007-12-09,61.59
2007,344,2007-12-10,61.25
2007,345,2007-12-11,59.93
2007,346,2007-12-12,61.25
2007,347,2007-12-13,63.57
2007,348,2007-12-14,61.56
2007,349,2007-12-15,60.78
2007,350,2007-12-16,58.0
2007,351,2007-12-17,58.15
2007,352,2007-12-18,59.71
2007,353,2007-12-19,61.07
2007,354,2007-12-20,62.88
2008,18,2008-01-18,62.52
2008,19,2008-01-19,63.66
2008,20,2008-01-20,66.24
2008,21,2008-01-21,63.37
2008,22,2008-01-22,61.91
2008,23,2008-01-23,64.17
2008,24,2008-01-24,64.75
2008,25,2008-01-25,63.77
2008,26,2008-01-26,65.49
2008,27,2008-01-27,61.2
2008,28,2008-01-28,59.54
2008,29,2008-01-29,60.27
2008,30,2008-01-30,60.23
2008,31,2008-01-31,60.19
2008,32,2008-02-01,61.64
2008,33,2008-02-02,68.23
2008,34,2008-02-03,63.93
2008,35,2008-02-04,58.03
2008,36,2008-02-05,58.41
2008,37,2008-02-06,62.55
2008,38,2008-02-07,62.39
2008,39,2008-02-08,63.11
2008,40,2008-02-09,65.05
2008,41,2008-02-10,62.33
2008,42,2008-02-11,61.36
2008,43,2008-02-12,60.62
2008,44,2008-02-13,62.24
2008,45,2008-02-14,64.09
2008,46,2008-02-15,61.4
2008,47,2008-02-16,60.84
2008,48,2008-02-17,65.53
2008,49,2008-02-18,69.16
2008,50,2008-02-19,64.39
2008,51,2008-02-20,62.8
2008,52,2008-02-21,60.32
2008,53,2008-02-22,60.23
2008,54,2008-02-23,60.3
2008,55,2008-02-24,58.0
2008,56,2008-02-25,58.0
2008,57,2008-02-26,60.56
2008,58,2008-02-27,63.32
2008,59,2008-02-28,66.65
2008,60,2008-02-29,65.56
2008,61,2008-03-01,63.13
2008,62,2008-03-02,63.6
2008,63,2008-03-03,62.33
2008,64,2008-03-04,64.15
2008,65,2008-03-05,62.57
2008,66,2008-03-06,64.79
2008,67,2008-03-07,66.6
2008,68,2008-03-08,66.66
2008,69,2008-03-09,66.11
2008,70,2008-03-10,61.73
2008,71,2008-03-11,60.04
2008,72,2008-03-12,59.69
2008,73,2008-03-13,61.97
2008,74,2008-03-14,60.24
2008,75,2008-03-15,61.69
2008,76,2008-03-16,58.0
2008,77,2008-03-17,60.13
2008,78,2008-03-18,65.85
2008,79,2008-03-19,66.98
2008,80,2008-03-20,62.72
2008,81,2008-03-21,58.0
2008,82,2008-03-22,58.01
2008,83,2008-03-23,60.3
2008,84,2008-03-24,62.85
2008,85,2008-03-25,67.27
2008,86,2008-03-26,64.97
2008,87,2008-03-27,63.77
2008,88,2008-03-28,64.23
2008,89,2008-03-29,63.84
2008,90,2008-03-30,62.68
2008,91,2008-03-31,63.82
2008,92,2008-04-01,59.93
2008,93,2008-04-02,65.16
2008,94,2008-04-03,63.84
2008,95,2008-04-04,62.93
2008,96,2008-04-05,63.3
2008,97,2008-04-06,63.63
2008,98,2008-04-07,58.88
2008,99,2008-04-08,60.29
2008,100,2008-04-09,62.49
2008,101,2008-04-10,65.64
2008,102,2008-04-11,64.46
2008,103,2008-04-12,61.94
2008,104,2008-04-13,58.0
2008,105,2008-04-14,60.43
2008,106,2008-04-15,60.84
2008,107,2008-04-16,62.55
2008,108,2008-04-17,61.83
2008,109,2008-04-18,62.77
2008,110,2008-04-19,62.85
2008,111,2008-04-20,61.95
2008,112,2008-04-21,64.83
2008,113,2008-04-22,62.88
2008,114,2008-04-23,60.73
2008,115,2008-04-24,59.46
2008,116,2008-04-25,63.52
2008,117,2008-04-26,60.15
2008,118,2008-04-27,59.35
2008,119,2008-04-28,62.46
2008,120,2008-04-29,58.5
2008,121,2008-04-30,59.46
2008,122,2008-05-01,61.69
2008,123,2008-05-02,64.54
2008,124,2008-05-03,63.27
2008,125,2008-05-04,61.59
2008,126,2008-05-05,62.35
2008,127,2008-05-06,64.43
2008,128,2008-05-07,62.11
2008,129,2008-05-08,58.0
2008,130,2008-05-09,63.51
2008,131,2008-05-10,64.17
2008,132,2008-05-11,59.32
2008,133,2008-05-12,58.0
2008,134,2008-05-13,58.2
2008,135,2008-05-14,63.15
2008,136,2008-05-15,64.37
2008,137,2008-05-16,59.9
2008,138,2008-05-17,59.97
2008,139,2008-05-18,65.67
2008,140,2008-05-19,64.72
2008,141,2008-05-20,59.61
2008,142,2008-05-21,58.09
2008,143,2008-05-22,63.73
2008,144,2008-05-23,64.84
2008,145,2008-05-24,60.13
2008,146,2008-05-25,61.81
2008,147,2008-05-26,62.0
2008,148,2008-05-27,62.17
2008,149,2008-05-28,62.66
2008,150,2008-05-29,62.0
2008,151,2008-05-30,65.52
2008,152,2008-05-31,63.29
2008,153,2008-06-01,63.77
2008,154,2008-06-02,61.95
2008,155,2008-06-03,61.4
2008,156,2008-06-04,65.08
2008,157,2008-06-05,62.27
2008,158,2008-06-06,62.57
2008,159,2008-06-07,62.71
2008,160,2008-06-08,61.32
2008,161,2008-06-09,62.47
2008,162,2008-06-10,60.93
2008,163,2008-06-11,60.04
2008,164,2008-06-12,60.82
2008,165,2008-06-13,61.95
2008,166,2008-06-14,63.37
2008,167,2008-06-15,64.92
2008,168,2008-06-16,66.35
2008,169,2008-06-17,64.86
2008,170,2008-06-18,64.4
2008,171,2008-06-19,61.7
2008,172,2008-06-20,63.96
2008,173,2008-06-21,58.95
2008,174,2008-06-22,61.91
2008,175,2008-06-23,64.57
2008,176,2008-06-24,64.89
2008,177,2008-06-25,58.39
2008,178,2008-06-26,62.46
2008,179,2008-06-27,65.2
2008,180,2008-06-28,63.62
2008,181,2008-06-29,65.03
2008,182,2008-06-30,63.99
2008,183,2008-07-01,58.0
2008,184,2008-07-02,58.0
2008,185,2008-07-03,61.75
2008,186,2008-07-04,62.64
2008,187,2008-07-05,66.63
2008,188,2008-07-06,61.07
2008,189,2008-07-07,65.77
2008,190,2008-07-08,61.18
2008,191,2008-07-09,61.37
2008,192,2008-07-10,65.28
2008,193,2008-07-11,64.21
2008,194,2008-07-12,64.48
2008,195,2008-07-13,64.9
2008,196,2008-07-14,65.53
2008,197,2008-07-15,65.12
2008,198,2008-07-16,64.94
2008,199,2008-07-17,60.51
2008,200,2008-07-18,60.49
2008,201,2008-07-19,69.44
2008,202,2008-07-20,60.15
2008,203,2008-07-21,58.0
2008,204,2008-07-22,62.33
2008,205,2008-07-23,66.21
2008,206,2008-07-24,65.22
2008,207,2008-07-25,63.07
2008,208,2008-07-26,64.59
2008,209,2008-07-27,63.54
2008,210,2008-07-28,59.06
2008,211,2008-07-29,59.28
2008,212,2008-07-30,62.77
2008,213,2008-07-31,60.38
2008,214,2008-08-01,64.24
2008,215,2008-08-02,64.07
2008,216,2008-08-03,60.35
