Date,Year,DayOfYear,Value
2005-06-18,2005,169,62.02
2005-06-19,2005,170,60.6
2005-06-20,2005,171,65.59
2005-06-21,2005,172,64.67
2005-06-22,2005,173,67.45
2005-06-23,2005,174,65.19
2005-06-24,2005,175,62.72
2005-06-25,2005,176,63.29
2005-06-26,2005,177,61.84
2005-06-27,2005,178,67.26
2005-06-28,2005,179,58.97
2005-06-29,2005,180,58.0
2005-06-30,2005,181,62.93
2005-07-01,2005,182,63.79
2005-07-02,2005,183,63.81
2005-07-03,2005,184,60.43
2005-07-04,2005,185,60.95
2005-07-05,2005,186,59.57
2005-07-06,2005,187,58.12
2005-07-07,2005,188,65.17
2005-07-08,2005,189,66.99
2005-07-09,2005,190,62.94
2005-07-10,2005,191,64.7
2005-07-11,2005,192,63.18
2005-07-12,2005,193,60.67
2005-07-13,2005,194,58.0
2005-07-14,2005,195,64.26
2005-07-15,2005,196,64.4
2005-07-16,2005,197,63.05
2005-07-17,2005,198,62.35
2005-07-18,2005,199,60.24
2005-07-19,2005,200,64.04
2005-07-20,2005,201,64.23
2005-07-21,2005,202,64.24
2005-07-22,2005,203,62.36
2005-07-23,2005,204,63.79
2005-07-24,2005,205,61.8
2005-07-25,2005,206,59.57
2005-07-26,2005,207,59.71
2005-07-27,2005,208,60.79
2005-07-28,2005,209,62.14
2005-07-29,2005,210,60.38
2005-07-30,2005,211,64.95
2005-07-31,2005,212,62.58
2005-08-01,2005,213,61.4
2005-08-02,2005,214,63.6
2005-08-03,2005,215,65.67
2005-08-04,2005,216,68.7
2005-08-05,2005,217,71.0
2005-08-06,2005,218,65.47
2005-08-07,2005,219,60.46
2005-08-08,2005,220,58.0
2005-08-09,2005,221,60.12
2005-08-10,2005,222,61.12
2005-08-11,2005,223,66.32
2005-08-12,2005,224,61.67
2005-08-13,2005,225,64.04
2005-08-14,2005,226,61.22
2005-08-15,2005,227,63.02
2005-08-16,2005,228,60.29
2005-08-17,2005,229,66.19
2005-08-18,2005,230,63.82
2005-08-19,2005,231,64.62
2005-08-20,2005,232,62.83
2005-08-21,2005,233,61.89
2005-08-22,2005,234,63.21
2005-08-23,2005,235,68.73
2005-08-24,2005,236,62.88
2005-08-25,2005,237,58.0
2005-08-26,2005,238,58.59
2005-08-27,2005,239,63.55
2005-08-28,2005,240,65.56
2005-08-29,2005,241,61.36
2005-08-30,2005,242,60.65
2005-08-31,2005,243,63.05
2005-09-01,2005,244,66.25
2005-09-02,2005,245,69.08
2005-09-03,2005,246,64.29
2005-09-04,2005,247,60.04
2005-09-05,2005,248,60.65
2005-09-06,2005,249,63.02
2005-09-07,2005,250,64.21
2005-09-08,2005,251,63.84
2005-09-09,2005,252,64.14
2005-09-10,2005,253,65.63
2005-09-11,2005,254,62.05
2005-09-12,2005,255,58.61
2005-09-13,2005,256,58.06
2005-09-14,2005,257,59.93
2005-09-15,2005,258,65.0
2005-09-16,2005,259,60.87
2005-09-17,2005,260,66.71
2005-09-18,2005,261,63.88
2005-09-19,2005,262,62.85
2005-09-20,2005,263,63.18
2005-09-21,2005,264,66.88
2005-09-22,2005,265,61.98
2005-09-23,2005,266,58.0
2005-09-24,2005,267,64.2
2005-09-25,2005,268,65.41
2005-09-26,2005,269,62.16
2005-09-27,2005,270,62.28
2005-09-28,2005,271,58.0
2005-09-29,2005,272,59.72
2005-09-30,2005,273,61.47
2005-10-01,2005,274,62.71
2005-10-02,2005,275,64.39
2005-10-03,2005,276,60.27
2005-10-04,2005,277,60.89
2005-10-05,2005,278,62.06
2005-10-06,2005,279,61.23
2005-10-07,2005,280,63.95
2005-10-08,2005,281,64.97
2005-10-09,2005,282,62.44
2005-10-10,2005,283,58.0
2005-10-11,2005,284,64.78
2005-10-12,2005,285,69.82
2005-10-13,2005,286,63.24
2005-10-14,2005,287,66.24
2005-10-15,2005,288,67.26
2005-10-16,2005,289,66.93
2005-10-17,2005,290,60.34
2005-10-18,2005,291,60.34
2005-10-19,2005,292,60.92
2005-10-20,2005,293,67.07
2005-10-21,2005,294,66.36
2005-10-22,2005,295,62.61
2005-10-23,2005,296,65.52
2005-10-24,2005,297,63.84
2005-10-25,2005,298,60.84
2005-10-26,2005,299,58.0
2005-10-27,2005,300,61.36
2005-10-28,2005,301,62.61
2005-10-29,2005,302,63.52
2005-10-30,2005,303,67.65
2005-10-31,2005,304,65.08
2005-11-01,2005,305,64.97
2005-11-02,2005,306,63.76
2005-11-03,2005,307,60.19
2005-11-04,2005,308,58.8
2005-11-05,2005,309,61.37
2005-11-06,2005,310,64.43
2005-11-07,2005,311,64.65
2005-11-08,2005,312,63.79
2005-11-09,2005,313,60.9
2005-11-10,2005,314,60.87
2005-11-11,2005,315,61.39
2005-11-12,2005,316,60.74
2005-11-13,2005,317,62.75
2005-11-14,2005,318,61.87
2005-11-15,2005,319,63.02
2005-11-16,2005,320,63.71
2005-11-17,2005,321,64.87
2005-11-18,2005,322,63.29
2005-11-19,2005,323,58.0
2005-11-20,2005,324,58.51
2005-11-21,2005,325,58.83
2005-11-22,2005,326,61.43
2005-11-23,2005,327,66.22
2005-11-24,2005,328,62.03
2005-11-25,2005,329,61.31
2005-11-26,2005,330,62.6
2005-11-27,2005,331,62.91
2005-11-28,2005,332,64.04
2005-11-29,2005,333,65.74
2005-11-30,2005,334,64.31
2005-12-01,2005,335,62.28
2005-12-02,2005,336,61.09
2005-12-03,2005,337,64.64
2005-12-04,2005,338,67.07
2005-12-05,2005,339,66.14
2005-12-06,2005,340,62.5
2005-12-07,2005,341,60.54
2005-12-08,2005,342,59.58
2005-12-09,2005,343,61.07
2005-12-10,2005,344,63.88
2005-12-11,2005,345,61.81
2005-12-12,2005,346,61.07
2005-12-13,2005,347,63.55
2005-12-14,2005,348,65.61
2005-12-15,2005,349,66.74
2005-12-16,2005,350,64.61
2005-12-17,2005,351,59.44
2005-12-18,2005,352,62.8
2005-12-19,2005,353,58.09
2005-12-20,2005,354,58.0
2006-01-18,2006,18,58.03
2006-01-19,2006,19,59.63
2006-01-20,2006,20,63.55
2006-01-21,2006,21,64.54
2006-01-22,2006,22,67.31
2006-01-23,2006,23,65.41
2006-01-24,2006,24,64.07
2006-01-25,2006,25,62.97
2006-01-26,2006,26,59.83
2006-01-27,2006,27,64.28
2006-01-28,2006,28,66.73
2006-01-29,2006,29,62.83
2006-01-30,2006,30,66.82
2006-01-31,2006,31,63.95
2006-02-01,2006,32,62.13
2006-02-02,2006,33,63.16
2006-02-03,2006,34,59.47
2006-02-04,2006,35,63.43
2006-02-05,2006,36,65.96
2006-02-06,2006,37,61.34
2006-02-07,2006,38,62.72
2006-02-08,2006,39,69.11
2006-02-09,2006,40,64.62
2006-02-10,2006,41,58.0
2006-02-11,2006,42,58.0
2006-02-12,2006,43,60.38
2006-02-13,2006,44,59.97
2006-02-14,2006,45,59.97
2006-02-15,2006,46,67.42
2006-02-16,2006,47,64.37
2006-02-17,2006,48,60.87
2006-02-18,2006,49,62.93
2006-02-19,2006,50,65.86
2006-02-20,2006,51,66.07
2006-02-21,2006,52,62.78
2006-02-22,2006,53,62.03
2006-02-23,2006,54,60.87
2006-02-24,2006,55,60.46
2006-02-25,2006,56,62.82
2006-02-26,2006,57,62.16
2006-02-27,2006,58,58.11
2006-02-28,2006,59,61.18
2006-03-01,2006,60,62.57
2006-03-02,2006,61,63.08
2006-03-03,2006,62,62.57
2006-03-04,2006,63,65.27
2006-03-05,2006,64,64.23
2006-03-06,2006,65,66.54
2006-03-07,2006,66,60.02
2006-03-08,2006,67,58.0
2006-03-09,2006,68,61.76
2006-03-10,2006,69,61.31
2006-03-11,2006,70,60.05
2006-03-12,2006,71,65.23
2006-03-13,2006,72,69.3
2006-03-14,2006,73,66.51
2006-03-15,2006,74,64.31
2006-03-16,2006,75,63.79
2006-03-17,2006,76,62.0
2006-03-18,2006,77,60.48
2006-03-19,2006,78,64.48
2006-03-20,2006,79,62.66
2006-03-21,2006,80,63.18
2006-03-22,2006,81,61.94
2006-03-23,2006,82,65.36
2006-03-24,2006,83,63.29
2006-03-25,2006,84,61.97
2006-03-26,2006,85,64.89
2006-03-27,2006,86,61.94
2006-03-28,2006,87,64.86
2006-03-29,2006,88,62.69
2006-03-30,2006,89,61.47
2006-03-31,2006,90,65.41
2006-04-01,2006,91,65.38
2006-04-02,2006,92,58.0
2006-04-03,2006,93,58.75
2006-04-04,2006,94,63.11
2006-04-05,2006,95,62.74
2006-04-06,2006,96,66.29
2006-04-07,2006,97,68.59
2006-04-08,2006,98,59.93
2006-04-09,2006,99,66.62
2006-04-10,2006,100,59.14
2006-04-11,2006,101,61.98
2006-04-12,2006,102,60.45
2006-04-13,2006,103,61.17
2006-04-14,2006,104,62.89
2006-04-15,2006,105,62.33
2006-04-16,2006,106,63.54
2006-04-17,2006,107,68.77
2006-04-18,2006,108,63.48
2006-04-19,2006,109,61.7
2006-04-20,2006,110,62.71
2006-04-21,2006,111,64.39
2006-04-22,2006,112,65.78
2006-04-23,2006,113,64.06
2006-04-24,2006,114,64.07
2006-04-25,2006,115,67.09
2006-04-26,2006,116,65.01
2006-04-27,2006,117,63.9
2006-04-28,2006,118,60.92
2006-04-29,2006,119,62.55
2006-04-30,2006,120,62.39
2006-05-01,2006,121,61.32
2006-05-02,2006,122,58.0
2006-05-03,2006,123,58.55
2006-05-04,2006,124,60.38
2006-05-05,2006,125,61.04
2006-05-06,2006,126,60.16
2006-05-07,2006,127,66.38
2006-05-08,2006,128,67.71
2006-05-09,2006,129,62.68
2006-05-10,2006,130,64.34
2006-05-11,2006,131,62.03
2006-05-12,2006,132,60.05
2006-05-13,2006,133,60.93
2006-05-14,2006,134,63.7
2006-05-15,2006,135,62.3
2006-05-16,2006,136,62.38
2006-05-17,2006,137,60.67
2006-05-18,2006,138,60.16
2006-05-19,2006,139,66.16
2006-05-20,2006,140,65.52
2006-05-21,2006,141,64.75
2006-05-22,2006,142,63.99
2006-05-23,2006,143,66.27
2006-05-24,2006,144,62.02
2006-05-25,2006,145,60.57
2006-05-26,2006,146,64.84
2006-05-27,2006,147,65.72
2006-05-28,2006,148,61.39
2006-05-29,2006,149,59.47
2006-05-30,2006,150,61.31
2006-05-31,2006,151,61.89
2006-06-01,2006,152,62.06
2006-06-02,2006,153,63.85
2006-06-03,2006,154,65.83
2006-06-04,2006,155,66.08
2006-06-05,2006,156,64.24
2006-06-06,2006,157,66.62
2006-06-07,2006,158,64.43
2006-06-08,2006,159,65.97
2006-06-09,2006,160,61.2
2006-06-10,2006,161,60.34
2006-06-11,2006,162,62.36
2006-06-12,2006,163,63.63
2006-06-13,2006,164,62.8
2006-06-14,2006,165,62.0
2006-06-15,2006,166,60.62
2006-06-16,2006,167,61.45
2006-06-17,2006,168,64.1
2006-06-18,2006,169,65.39
2006-06-19,2006,170,62.36
2006-06-20,2006,171,59.54
2006-06-21,2006,172,62.71
2006-06-22,2006,173,65.91
2006-06-23,2006,174,63.16
2006-06-24,2006,175,64.98
2006-06-25,2006,176,63.08
2006-06-26,2006,177,62.77
2006-06-27,2006,178,63.84
2006-06-28,2006,179,60.84
2006-06-29,2006,180,64.09
2006-06-30,2006,181,65.33
2006-07-01,2006,182,67.32
2006-07-02,2006,183,62.89
2006-07-03,2006,184,64.23
2006-07-04,2006,185,63.33
2006-07-05,2006,186,60.82
2006-07-06,2006,187,60.18
2006-07-07,2006,188,61.32
2006-07-08,2006,189,64.43
2006-07-09,2006,190,67.02
2006-07-10,2006,191,68.19
2006-07-11,2006,192,65.2
2006-07-12,2006,193,62.8
2006-07-13,2006,194,66.57
2006-07-14,2006,195,59.96
2006-07-15,2006,196,59.61
2006-07-16,2006,197,64.95
2006-07-17,2006,198,68.42
2006-07-18,2006,199,67.32
2006-07-19,2006,200,67.24
2006-07-20,2006,201,63.02
2006-07-21,2006,202,62.74
2006-07-22,2006,203,64.7
2006-07-23,2006,204,66.77
2006-07-24,2006,205,63.62
2006-07-25,2006,206,69.05
2006-07-26,2006,207,65.22
2006-07-27,2006,208,64.4
2006-07-28,2006,209,65.59
2006-07-29,2006,210,65.61
2006-07-30,2006,211,64.56
2006-07-31,2006,212,62.41
2006-08-01,2006,213,65.77
2006-08-02,2006,214,62.47
2006-08-03,2006,215,61.56
2006-08-04,2006,216,64.86
2006-08-05,2006,217,65.75
2006-08-06,2006,218,62.19
2006-08-07,2006,219,63.66
2006-08-08,2006,220,62.0
2006-08-09,2006,221,63.59
2006-08-10,2006,222,61.47
2006-08-11,2006,223,62.17
2006-08-12,2006,224,62.38
2006-08-13,2006,225,60.07
2006-08-14,2006,226,63.81
2006-08-15,2006,227,64.97
2006-08-16,2006,228,64.48
2006-08-17,2006,229,59.16
2006-08-18,2006,230,64.07
2006-08-19,2006,231,64.76
2006-08-20,2006,232,64.23
2006-08-21,2006,233,62.6
2006-08-22,2006,234,59.8
2006-08-23,2006,235,62.6
2006-08-24,2006,236,61.86
2006-08-25,2006,237,60.12
2006-08-26,2006,238,58.0
2006-08-27,2006,239,65.0
2006-08-28,2006,240,63.59
2006-08-29,2006,241,65.17
2006-08-30,2006,242,64.39
2006-08-31,2006,243,63.9
2006-09-01,2006,244,63.81
2006-09-02,2006,245,61.15
2006-09-03,2006,246,63.4
2006-09-04,2006,247,65.63
2006-09-05,2006,248,64.32
2006-09-06,2006,249,63.77
2006-09-07,2006,250,63.15
2006-09-08,2006,251,66.24
2006-09-09,2006,252,64.78
2006-09-10,2006,253,63.7
2006-09-11,2006,254,62.33
2006-09-12,2006,255,59.86
2006-09-13,2006,256,59.02
2006-09-14,2006,257,63.15
2006-09-15,2006,258,64.81
2006-09-16,2006,259,64.09
2006-09-17,2006,260,65.88
2006-09-18,2006,261,61.75
2006-09-19,2006,262,61.81
2006-09-20,2006,263,65.81
2006-09-21,2006,264,66.1
2006-09-22,2006,265,65.01
2006-09-23,2006,266,62.82
2006-09-24,2006,267,62.88
2006-09-25,2006,268,62.83
2006-09-26,2006,269,62.19
2006-09-27,2006,270,62.36
2006-09-28,2006,271,63.22
2006-09-29,2006,272,64.97
2006-09-30,2006,273,64.37
2006-10-01,2006,274,60.78
2006-10-02,2006,275,64.07
2006-10-03,2006,276,62.66
2006-10-04,2006,277,63.87
2006-10-05,2006,278,60.71
2006-10-06,2006,279,60.93
2006-10-07,2006,280,63.99
2006-10-08,2006,281,66.63
2006-10-09,2006,282,65.47
2006-10-10,2006,283,60.87
2006-10-11,2006,284,62.41
2006-10-12,2006,285,63.87
2006-10-13,2006,286,62.02
2006-10-14,2006,287,62.27
2006-10-15,2006,288,64.61
2006-10-16,2006,289,67.29
2006-10-17,2006,290,67.57
2006-10-18,2006,291,69.44
2006-10-19,2006,292,65.8
2006-10-20,2006,293,62.08
2006-10-21,2006,294,64.81
2006-10-22,2006,295,62.68
2006-10-23,2006,296,64.5
2006-10-24,2006,297,68.12
2006-10-25,2006,298,64.98
2006-10-26,2006,299,66.3
2006-10-27,2006,300,68.26
2006-10-28,2006,301,62.24
2006-10-29,2006,302,62.72
2006-10-30,2006,303,59.24
2006-10-31,2006,304,60.12
2006-11-01,2006,305,63.7
2006-11-02,2006,306,63.22
2006-11-03,2006,307,64.03
2006-11-04,2006,308,66.32
2006-11-05,2006,309,62.93
2006-11-06,2006,310,64.86
2006-11-07,2006,311,66.84
2006-11-08,2006,312,60.43
2006-11-09,2006,313,64.98
2006-11-10,2006,314,59.72
2006-11-11,2006,315,62.88
2006-11-12,2006,316,66.68
2006-11-13,2006,317,64.28
2006-11-14,2006,318,58.53
2006-11-15,2006,319,61.69
2006-11-16,2006,320,64.68
2006-11-17,2006,321,60.27
2006-11-18,2006,322,63.73
2006-11-19,2006,323,63.73
2006-11-20,2006,324,63.19
2006-11-21,2006,325,62.13
2006-11-22,2006,326,60.46
2006-11-23,2006,327,61.65
2006-11-24,2006,328,61.45
2006-11-25,2006,329,59.27
2006-11-26,2006,330,62.31
2006-11-27,2006,331,62.64
2006-11-28,2006,332,62.16
2006-11-29,2006,333,65.88
2006-11-30,2006,334,62.83
2006-12-01,2006,335,64.56
2006-12-02,2006,336,65.27
2006-12-03,2006,337,62.36
2006-12-04,2006,338,60.59
2006-12-05,2006,339,58.8
2006-12-06,2006,340,59.99
2006-12-07,2006,341,67.18
2006-12-08,2006,342,60.48
2006-12-09,2006,343,64.95
2006-12-10,2006,344,61.31
2006-12-11,2006,345,61.67
2006-12-12,2006,346,59.35
2006-12-13,2006,347,58.7
2006-12-14,2006,348,58.78
2006-12-15,2006,349,64.5
2006-12-16,2006,350,64.28
2006-12-17,2006,351,63.92
2006-12-18,2006,352,65.17
2006-12-19,2006,353,63.37
2006-12-20,2006,354,60.29
2007-01-18,2007,18,61.22
2007-01-19,2007,19,60.9
2007-01-20,2007,20,61.34
2007-01-21,2007,21,63.05
2007-01-22,2007,22,61.86
2007-01-23,2007,23,59.49
2007-01-24,2007,24,58.0
2007-01-25,2007,25,62.16
2007-01-26,2007,26,60.13
2007-01-27,2007,27,61.94
2007-01-28,2007,28,60.4
2007-01-29,2007,29,60.71
2007-01-30,2007,30,63.81
2007-01-31,2007,31,61.31
2007-02-01,2007,32,62.17
2007-02-02,2007,33,64.51
2007-02-03,2007,34,62.82
2007-02-04,2007,35,60.29
2007-02-05,2007,36,63.6
2007-02-06,2007,37,62.68
2007-02-07,2007,38,64.2
2007-02-08,2007,39,60.62
2007-02-09,2007,40,59.35
2007-02-10,2007,41,62.31
2007-02-11,2007,42,60.67
2007-02-12,2007,43,61.75
2007-02-13,2007,44,61.42
2007-02-14,2007,45,61.91
2007-02-15,2007,46,60.76
2007-02-16,2007,47,59.52
2007-02-17,2007,48,59.17
2007-02-18,2007,49,61.8
2007-02-19,2007,50,65.78
2007-02-20,2007,51,63.38
2007-02-21,2007,52,59.24
2007-02-22,2007,53,61.11
2007-02-23,2007,54,63.21
2007-02-24,2007,55,60.51
2007-02-25,2007,56,60.82
2007-02-26,2007,57,63.19
2007-02-27,2007,58,59.63
2007-02-28,2007,59,62.42
2007-03-01,2007,60,61.4
2007-03-02,2007,61,59.55
2007-03-03,2007,62,62.89
2007-03-04,2007,63,58.01
2007-03-05,2007,64,59.72
2007-03-06,2007,65,66.14
2007-03-07,2007,66,61.54
2007-03-08,2007,67,62.44
2007-03-09,2007,68,59.63
2007-03-10,2007,69,59.46
2007-03-11,2007,70,60.29
2007-03-12,2007,71,60.65
2007-03-13,2007,72,64.42
2007-03-14,2007,73,63.26
2007-03-15,2007,74,60.89
2007-03-16,2007,75,58.0
2007-03-17,2007,76,62.47
2007-03-18,2007,77,61.2
2007-03-19,2007,78,64.81
2007-03-20,2007,79,65.11
2007-03-21,2007,80,58.5
2007-03-22,2007,81,61.42
2007-03-23,2007,82,65.23
2007-03-24,2007,83,63.48
2007-03-25,2007,84,59.55
2007-03-26,2007,85,63.37
2007-03-27,2007,86,58.0
2007-03-28,2007,87,59.38
2007-03-29,2007,88,62.89
2007-03-30,2007,89,58.0
2007-03-31,2007,90,59.99
2007-04-01,2007,91,63.02
2007-04-02,2007,92,59.21
2007-04-03,2007,93,59.21
2007-04-04,2007,94,61.54
2007-04-05,2007,95,64.37
2007-04-06,2007,96,62.66
2007-04-07,2007,97,58.0
2007-04-08,2007,98,58.0
2007-04-09,2007,99,60.04
2007-04-10,2007,100,59.22
2007-04-11,2007,101,59.63
2007-04-12,2007,102,60.96
2007-04-13,2007,103,60.19
2007-04-14,2007,104,62.6
2007-04-15,2007,105,62.68
2007-04-16,2007,106,61.18
2007-04-17,2007,107,59.82
2007-04-18,2007,108,64.21
2007-04-19,2007,109,61.04
2007-04-20,2007,110,66.55
2007-04-21,2007,111,65.41
2007-04-22,2007,112,65.06
2007-04-23,2007,113,63.9
2007-04-24,2007,114,62.31
2007-04-25,2007,115,62.63
2007-04-26,2007,116,63.18
2007-04-27,2007,117,58.0
2007-04-28,2007,118,58.0
2007-04-29,2007,119,60.32
2007-04-30,2007,120,61.84
2007-05-01,2007,121,60.71
2007-05-02,2007,122,64.65
2007-05-03,2007,123,65.22
2007-05-04,2007,124,58.0
2007-05-05,2007,125,58.23
2007-05-06,2007,126,59.47
2007-05-07,2007,127,62.17
2007-05-08,2007,128,62.85
2007-05-09,2007,129,63.74
2007-05-10,2007,130,66.19
2007-05-11,2007,131,65.16
2007-05-12,2007,132,65.69
2007-05-13,2007,133,62.31
2007-05-14,2007,134,63.87
2007-05-15,2007,135,58.62
2007-05-16,2007,136,59.05
2007-05-17,2007,137,63.43
2007-05-18,2007,138,59.17
2007-05-19,2007,139,63.57
2007-05-20,2007,140,62.91
2007-05-21,2007,141,59.93
2007-05-22,2007,142,60.74
2007-05-23,2007,143,62.97
2007-05-24,2007,144,58.0
2007-05-25,2007,145,59.72
2007-05-26,2007,146,58.0
2007-05-27,2007,147,60.57
2007-05-28,2007,148,61.28
2007-05-29,2007,149,61.17
2007-05-30,2007,150,62.91
2007-05-31,2007,151,59.27
2007-06-01,2007,152,60.04
2007-06-02,2007,153,60.4
2007-06-03,2007,154,59.46
2007-06-04,2007,155,62.3
2007-06-05,2007,156,61.26
2007-06-06,2007,157,61.94
2007-06-07,2007,158,62.5
2007-06-08,2007,159,58.0
2007-06-09,2007,160,58.0
2007-06-10,2007,161,63.18
2007-06-11,2007,162,64.29
2007-06-12,2007,163,65.47
2007-06-13,2007,164,60.45
2007-06-14,2007,165,60.24
2007-06-15,2007,166,63.08
2007-06-16,2007,167,67.42
2007-06-17,2007,168,64.2
2007-06-18,2007,169,62.2
2007-06-19,2007,170,61.12
2007-06-20,2007,171,65.72
2007-06-21,2007,172,67.42
2007-06-22,2007,173,64.42
2007-06-23,2007,174,59.94
2007-06-24,2007,175,58.42
2007-06-25,2007,176,64.32
2007-06-26,2007,177,63.66
2007-06-27,2007,178,62.09
2007-06-28,2007,179,58.51
2007-06-29,2007,180,60.95
2007-06-30,2007,181,60.3
2007-07-01,2007,182,61.61
2007-07-02,2007,183,60.68
2007-07-03,2007,184,60.81
2007-07-04,2007,185,61.42
2007-07-05,2007,186,64.04
2007-07-06,2007,187,63.24
2007-07-07,2007,188,62.68
2007-07-08,2007,189,58.0
2007-07-09,2007,190,58.0
2007-07-10,2007,191,59.97
2007-07-11,2007,192,63.27
2007-07-12,2007,193,63.71
2007-07-13,2007,194,63.66
2007-07-14,2007,195,63.19
2007-07-15,2007,196,64.73
2007-07-16,2007,197,62.39
2007-07-17,2007,198,60.37
2007-07-18,2007,199,65.83
2007-07-19,2007,200,61.04
2007-07-20,2007,201,58.72
2007-07-21,2007,202,63.46
2007-07-22,2007,203,58.62
2007-07-23,2007,204,60.92
2007-07-24,2007,205,62.42
2007-07-25,2007,206,60.82
2007-07-26,2007,207,60.24
2007-07-27,2007,208,62.14
2007-07-28,2007,209,62.75
2007-07-29,2007,210,60.35
2007-07-30,2007,211,61.69
2007-07-31,2007,212,60.38
2007-08-01,2007,213,65.0
2007-08-02,2007,214,64.01
2007-08-03,2007,215,65.64
2007-08-04,2007,216,60.34
2007-08-05,2007,217,60.51
2007-08-06,2007,218,63.22
2007-08-07,2007,219,66.4
2007-08-08,2007,220,66.43
2007-08-09,2007,221,63.3
2007-08-10,2007,222,63.54
2007-08-11,2007,223,61.47
2007-08-12,2007,224,62.47
2007-08-13,2007,225,61.42
2007-08-14,2007,226,60.02
2007-08-15,2007,227,59.19
2007-08-16,2007,228,62.02
2007-08-17,2007,229,60.82
2007-08-18,2007,230,63.9
2007-08-19,2007,231,66.24
2007-08-20,2007,232,66.44
2007-08-21,2007,233,67.98
2007-08-22,2007,234,63.92
2007-08-23,2007,235,58.0
2007-08-24,2007,236,61.25
2007-08-25,2007,237,61.97
2007-08-26,2007,238,64.81
2007-08-27,2007,239,60.02
2007-08-28,2007,240,63.37
2007-08-29,2007,241,62.88
2007-08-30,2007,242,64.48
2007-08-31,2007,243,63.93
2007-09-01,2007,244,67.37
2007-09-02,2007,245,61.78
2007-09-03,2007,246,62.96
2007-09-04,2007,247,64.65
2007-09-05,2007,248,61.5
2007-09-06,2007,249,64.51
2007-09-07,2007,250,58.0
2007-09-08,2007,251,61.42
2007-09-09,2007,252,62.53
2007-09-10,2007,253,62.55
2007-09-11,2007,254,64.06
2007-09-12,2007,255,62.5
2007-09-13,2007,256,63.79
2007-09-14,2007,257,66.47
2007-09-15,2007,258,61.7
2007-09-16,2007,259,59.88
2007-09-17,2007,260,60.16
2007-09-18,2007,261,62.82
2007-09-19,2007,262,66.14
2007-09-20,2007,263,63.19
2007-09-21,2007,264,64.37
2007-09-22,2007,265,65.72
2007-09-23,2007,266,65.45
2007-09-24,2007,267,62.55
2007-09-25,2007,268,64.35
2007-09-26,2007,269,64.39
2007-09-27,2007,270,64.92
2007-09-28,2007,271,62.66
2007-09-29,2007,272,64.92
2007-09-30,2007,273,60.35
2007-10-01,2007,274,62.13
2007-10-02,2007,275,64.15
2007-10-03,2007,276,62.97
2007-10-04,2007,277,62.03
2007-10-05,2007,278,62.44
2007-10-06,2007,279,64.97
2007-10-07,2007,280,64.43
2007-10-08,2007,281,67.34
2007-10-09,2007,282,67.21
2007-10-10,2007,283,65.5
2007-10-11,2007,284,60.16
2007-10-12,2007,285,66.29
2007-10-13,2007,286,64.72
2007-10-14,2007,287,62.24
2007-10-15,2007,288,61.01
2007-10-16,2007,289,62.09
2007-10-17,2007,290,63.96
2007-10-18,2007,291,60.38
2007-10-19,2007,292,59.39
2007-10-20,2007,293,64.48
2007-10-21,2007,294,68.31
2007-10-22,2007,295,67.2
2007-10-23,2007,296,63.66
2007-10-24,2007,297,62.47
2007-10-25,2007,298,63.38
2007-10-26,2007,299,63.85
2007-10-27,2007,300,62.39
2007-10-28,2007,301,59.1
2007-10-29,2007,302,61.07
2007-10-30,2007,303,63.15
2007-10-31,2007,304,61.28
2007-11-01,2007,305,59.44
2007-11-02,2007,306,62.85
2007-11-03,2007,307,67.29
2007-11-04,2007,308,62.91
2007-11-05,2007,309,65.85
2007-11-06,2007,310,63.95
2007-11-07,2007,311,58.33
2007-11-08,2007,312,60.63
2007-11-09,2007,313,63.08
2007-11-10,2007,314,61.28
2007-11-11,2007,315,58.42
2007-11-12,2007,316,59.49
2007-11-13,2007,317,62.0
2007-11-14,2007,318,59.32
2007-11-15,2007,319,62.66
2007-11-16,2007,320,63.52
2007-11-17,2007,321,62.28
2007-11-18,2007,322,63.59
2007-11-19,2007,323,61.09
2007-11-20,2007,324,62.52
2007-11-21,2007,325,64.03
2007-11-22,2007,326,63.57
2007-11-23,2007,327,64.34
2007-11-24,2007,328,62.97
2007-11-25,2007,329,59.69
2007-11-26,2007,330,64.12
2007-11-27,2007,331,61.17
2007-11-28,2007,332,61.72
2007-11-29,2007,333,64.68
2007-11-30,2007,334,62.25
2007-12-01,2007,335,60.52
2007-12-02,2007,336,61.37
2007-12-03,2007,337,63.6
2007-12-04,2007,338,60.29
2007-12-05,2007,339,61.22
2007-12-06,2007,340,65.39
2007-12-07,2007,341,62.2
2007-12-08,2007,342,62.03
2007-12-09,2007,343,61.59
2007-12-10,2007,344,61.25
2007-12-11,2007,345,59.93
2007-12-12,2007,346,61.25
2007-12-13,2007,347,63.57
2007-12-14,2007,348,61.56
2007-12-15,2007,349,60.78
2007-12-16,2007,350,58.0
2007-12-17,2007,351,58.15
2007-12-18,2007,352,59.71
2007-12-19,2007,353,61.07
2007-12-20,2007,354,62.88
2008-01-18,2008,18,62.52
2008-01-19,2008,19,63.66
2008-01-20,2008,20,66.24
2008-01-21,2008,21,63.37
2008-01-22,2008,22,61.91
2008-01-23,2008,23,64.17
2008-01-24,2008,24,64.75
2008-01-25,2008,25,63.9
2008-01-26,2008,26,65.36
2008-01-27,2008,27,61.56
2008-01-28,2008,28,59.5
2008-01-29,2008,29,60.23
2008-01-30,2008,30,60.18
2008-01-31,2008,31,60.3
